customer_id,tower_id,region_customer,plan,monthly_revenue,data_usage_gb,complaint_count,region_tower,technology,tower_health_score,tower_status,problem_indicators,failure_probability,risk_category,recommended_action,network_region,potentially_affected,revenue_at_risk,high_value_customer,high_value_at_risk
C03817,T1282,North,Standard,499,14.13,2,North,5G,78.47,Warning,No Major Issue,7.53,LOW,Normal monitoring,North,False,0,False,False
C03818,T1092,West,Standard,499,19.72,0,West,4G,78.4,Warning,No Major Issue,19.91,LOW,Normal monitoring,West,False,0,False,False
C03819,T1284,East,Standard,499,42.01,0,East,4G,79.69,Warning,No Major Issue,27.51,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C03820,T1145,North,Basic,299,13.11,0,North,4G,79.29,Warning,No Major Issue,19.24,LOW,Normal monitoring,North,False,0,False,False
C03821,T1274,North,Premium,799,55.12,2,North,4G,79.29,Warning,No Major Issue,81.37,CRITICAL,Immediate technician inspection,North,True,799,True,True
C03822,T1241,West,Premium,799,22.63,1,West,4G,78.79,Warning,No Major Issue,25.77,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C03823,T1443,East,Standard,499,16.04,0,East,5G,79.13,Warning,No Major Issue,13.52,LOW,Normal monitoring,East,False,0,False,False
C03824,T1269,East,Standard,499,32.23,2,East,5G,78.33,Warning,No Major Issue,33.7,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C03825,T1183,Central,Premium,799,37.58,0,Central,4G,78.44,Warning,No Major Issue,21.38,LOW,Normal monitoring,Central,False,0,True,False
C03826,T1016,East,Basic,299,32.36,0,East,4G,78.25,Warning,No Major Issue,29.03,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C03827,T1139,West,Basic,299,24.02,1,West,5G,79.29,Warning,No Major Issue,15.64,LOW,Normal monitoring,West,False,0,False,False
C03828,T1019,South,Premium,799,23.46,0,South,5G,78.07,Warning,No Major Issue,20.83,LOW,Normal monitoring,South,False,0,True,False
C03829,T1231,West,Basic,299,18.36,3,West,5G,78.71,Warning,No Major Issue,37.72,MEDIUM,Increase monitoring frequency,West,False,0,False,False
C03830,T1116,East,Premium,799,0.0,1,East,5G,78.19,Warning,No Major Issue,18.67,LOW,Normal monitoring,East,False,0,True,False
C03831,T1455,West,Basic,299,22.54,2,West,4G,78.56,Warning,No Major Issue,18.74,LOW,Normal monitoring,West,False,0,False,False
C03832,T1360,East,Basic,299,16.7,3,East,5G,78.38,Warning,No Major Issue,27.29,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C03833,T1479,Central,Standard,499,32.26,0,Central,5G,78.89,Warning,No Major Issue,21.8,LOW,Normal monitoring,Central,False,0,False,False
C03834,T1177,West,Basic,299,38.83,1,West,4G,78.66,Warning,No Major Issue,34.66,MEDIUM,Increase monitoring frequency,West,False,0,False,False
C03835,T1422,East,Premium,799,20.21,0,East,5G,79.44,Warning,No Major Issue,24.05,LOW,Normal monitoring,East,False,0,True,False
C03836,T1099,North,Premium,799,16.52,0,North,4G,79.06,Warning,No Major Issue,25.22,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C03837,T1495,East,Unlimited,1199,20.43,2,East,5G,51.45,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,East,True,1199,True,True
C03838,T1084,East,Standard,499,20.48,2,East,4G,77.82,Warning,No Major Issue,17.99,LOW,Normal monitoring,East,False,0,False,False
C03839,T1472,South,Basic,299,27.57,5,South,4G,50.55,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,South,True,299,False,False
C03840,T1148,South,Basic,299,26.18,2,South,5G,79.29,Warning,No Major Issue,23.51,LOW,Normal monitoring,South,False,0,False,False
C03841,T1327,East,Premium,799,26.06,1,East,5G,77.73,Warning,No Major Issue,25.61,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C03842,T1489,East,Unlimited,1199,32.17,2,East,5G,79.18,Warning,No Major Issue,26.31,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C03843,T1284,East,Basic,299,36.71,0,East,4G,79.69,Warning,No Major Issue,27.51,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C03844,T1306,East,Unlimited,1199,29.33,5,East,5G,51.21,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,East,True,1199,True,True
C03845,T1123,East,Basic,299,19.94,2,East,5G,50.36,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,East,True,299,False,False
C03846,T1474,Central,Basic,299,30.51,2,Central,5G,79.13,Warning,No Major Issue,27.3,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C03847,T1435,South,Basic,299,23.67,1,South,5G,78.62,Warning,No Major Issue,27.1,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C03848,T1012,Central,Premium,799,15.38,0,Central,4G,78.51,Warning,No Major Issue,83.08,CRITICAL,Immediate technician inspection,Central,True,799,True,True
C03849,T1052,West,Premium,799,32.45,1,West,5G,78.83,Warning,No Major Issue,10.56,LOW,Normal monitoring,West,False,0,True,False
C03850,T1465,North,Premium,799,35.57,2,North,5G,78.9,Warning,No Major Issue,25.28,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C03851,T1124,East,Premium,799,10.48,0,East,5G,79.03,Warning,No Major Issue,58.21,HIGH,Schedule preventive maintenance,East,True,799,True,True
C03852,T1039,West,Premium,799,16.47,1,West,5G,78.76,Warning,No Major Issue,28.0,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C03853,T1446,West,Standard,499,12.9,3,West,4G,78.63,Warning,No Major Issue,25.05,MEDIUM,Increase monitoring frequency,West,False,0,False,False
C03854,T1402,East,Basic,299,24.21,0,East,5G,79.56,Warning,No Major Issue,28.1,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C03855,T1476,East,Premium,799,26.61,2,East,5G,78.68,Warning,No Major Issue,25.72,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C03856,T1147,West,Unlimited,1199,21.15,0,West,5G,78.2,Warning,No Major Issue,12.36,LOW,Normal monitoring,West,False,0,True,False
C03857,T1284,East,Unlimited,1199,35.82,0,East,4G,79.69,Warning,No Major Issue,27.51,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C03858,T1409,North,Unlimited,1199,19.58,0,North,5G,79.11,Warning,No Major Issue,26.48,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C03859,T1147,West,Standard,499,26.63,2,West,5G,78.2,Warning,No Major Issue,12.36,LOW,Normal monitoring,West,False,0,False,False
C03860,T1281,South,Basic,299,38.32,2,South,4G,78.99,Warning,No Major Issue,26.94,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C03861,T1089,Central,Basic,299,9.78,2,Central,4G,78.97,Warning,No Major Issue,26.19,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C03862,T1328,West,Standard,499,11.42,2,West,5G,78.68,Warning,No Major Issue,57.4,HIGH,Schedule preventive maintenance,West,True,499,False,False
C03863,T1011,East,Unlimited,1199,12.55,0,East,4G,78.6,Warning,No Major Issue,23.03,LOW,Normal monitoring,East,False,0,True,False
C03864,T1113,South,Premium,799,41.44,1,South,4G,79.63,Warning,No Major Issue,88.05,CRITICAL,Immediate technician inspection,South,True,799,True,True
C03865,T1254,South,Basic,299,26.12,1,South,4G,78.2,Warning,No Major Issue,36.89,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C03866,T1344,East,Standard,499,20.81,2,East,4G,79.13,Warning,No Major Issue,8.81,LOW,Normal monitoring,East,False,0,False,False
C03867,T1237,Central,Basic,299,29.65,0,Central,5G,78.36,Warning,No Major Issue,63.09,HIGH,Schedule preventive maintenance,Central,True,299,False,False
C03868,T1341,West,Standard,499,32.8,0,West,5G,78.57,Warning,No Major Issue,35.97,MEDIUM,Increase monitoring frequency,West,False,0,False,False
C03869,T1049,West,Standard,499,35.58,1,West,4G,78.85,Warning,No Major Issue,86.17,CRITICAL,Immediate technician inspection,West,True,499,False,False
C03870,T1421,North,Unlimited,1199,23.8,1,North,5G,78.85,Warning,No Major Issue,40.0,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C03871,T1128,North,Standard,499,30.04,1,North,4G,78.72,Warning,No Major Issue,33.07,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C03872,T1420,Central,Unlimited,1199,24.04,1,Central,4G,78.6,Warning,No Major Issue,25.4,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C03873,T1305,Central,Basic,299,4.71,0,Central,4G,78.72,Warning,No Major Issue,33.73,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C03874,T1163,Central,Premium,799,26.85,1,Central,5G,78.99,Warning,No Major Issue,31.85,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C03875,T1282,North,Premium,799,20.43,1,North,5G,78.47,Warning,No Major Issue,7.53,LOW,Normal monitoring,North,False,0,True,False
C03876,T1490,East,Premium,799,28.85,1,East,4G,79.51,Warning,No Major Issue,46.61,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C03877,T1468,North,Unlimited,1199,39.32,0,North,4G,78.17,Warning,No Major Issue,76.45,CRITICAL,Immediate technician inspection,North,True,1199,True,True
C03878,T1401,South,Premium,799,30.99,1,South,5G,78.82,Warning,No Major Issue,25.45,MEDIUM,Increase monitoring frequency,South,False,0,True,False
C03879,T1303,North,Premium,799,29.76,2,North,4G,78.92,Warning,No Major Issue,35.63,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C03880,T1357,North,Basic,299,21.41,1,North,5G,78.35,Warning,No Major Issue,19.35,LOW,Normal monitoring,North,False,0,False,False
C03881,T1278,East,Premium,799,23.09,4,East,4G,51.7,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,East,True,799,True,True
C03882,T1294,Central,Basic,299,17.2,0,Central,4G,78.1,Warning,No Major Issue,36.76,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C03883,T1427,Central,Unlimited,1199,49.13,1,Central,5G,78.66,Warning,No Major Issue,22.1,LOW,Normal monitoring,Central,False,0,True,False
C03884,T1308,North,Unlimited,1199,14.37,0,North,4G,78.38,Warning,No Major Issue,25.23,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C03885,T1290,South,Basic,299,35.13,2,South,5G,78.99,Warning,No Major Issue,23.28,LOW,Normal monitoring,South,False,0,False,False
C03886,T1353,West,Premium,799,25.0,0,West,5G,78.87,Warning,No Major Issue,73.46,HIGH,Schedule preventive maintenance,West,True,799,True,True
C03887,T1183,Central,Standard,499,34.41,0,Central,4G,78.44,Warning,No Major Issue,21.38,LOW,Normal monitoring,Central,False,0,False,False
C03888,T1266,West,Unlimited,1199,31.61,2,West,5G,78.59,Warning,No Major Issue,33.91,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C03889,T1007,North,Unlimited,1199,32.52,0,North,5G,78.54,Warning,No Major Issue,21.21,LOW,Normal monitoring,North,False,0,True,False
C03890,T1034,North,Basic,299,19.65,1,North,4G,77.83,Warning,No Major Issue,17.3,LOW,Normal monitoring,North,False,0,False,False
C03891,T1198,South,Premium,799,6.85,1,South,4G,77.9,Warning,No Major Issue,17.08,LOW,Normal monitoring,South,False,0,True,False
C03892,T1215,North,Unlimited,1199,31.68,1,North,5G,77.77,Warning,No Major Issue,11.79,LOW,Normal monitoring,North,False,0,True,False
C03893,T1123,East,Standard,499,7.96,7,East,5G,50.36,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,East,True,499,False,False
C03894,T1387,East,Premium,799,28.72,0,East,4G,78.4,Warning,No Major Issue,25.54,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C03895,T1190,East,Unlimited,1199,20.74,0,East,4G,78.38,Warning,No Major Issue,36.72,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C03896,T1457,Central,Basic,299,19.68,0,Central,4G,78.61,Warning,No Major Issue,29.72,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C03897,T1042,South,Unlimited,1199,30.03,1,South,5G,78.38,Warning,No Major Issue,22.21,LOW,Normal monitoring,South,False,0,True,False
C03898,T1162,North,Standard,499,25.41,1,North,5G,79.32,Warning,No Major Issue,34.42,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C03899,T1227,North,Unlimited,1199,13.21,1,North,5G,79.11,Warning,No Major Issue,27.54,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C03900,T1047,West,Standard,499,10.85,3,West,4G,78.77,Warning,No Major Issue,21.41,LOW,Normal monitoring,West,False,0,False,False
C03901,T1214,South,Basic,299,15.89,5,South,5G,51.63,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,South,True,299,False,False
C03902,T1300,South,Basic,299,32.56,1,South,5G,79.2,Warning,No Major Issue,28.58,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C03903,T1071,West,Premium,799,29.49,0,West,4G,78.06,Warning,No Major Issue,19.67,LOW,Normal monitoring,West,False,0,True,False
C03904,T1112,North,Basic,299,30.0,1,North,4G,79.36,Warning,No Major Issue,27.04,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C03905,T1262,East,Premium,799,46.56,0,East,4G,78.64,Warning,No Major Issue,32.08,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C03906,T1099,North,Unlimited,1199,25.82,0,North,4G,79.06,Warning,No Major Issue,25.22,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C03907,T1370,West,Unlimited,1199,29.65,2,West,5G,78.98,Warning,No Major Issue,29.28,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C03908,T1315,West,Standard,499,33.17,1,West,5G,78.06,Warning,No Major Issue,45.37,MEDIUM,Increase monitoring frequency,West,False,0,False,False
C03909,T1327,East,Unlimited,1199,30.72,0,East,5G,77.73,Warning,No Major Issue,25.61,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C03910,T1151,East,Premium,799,17.72,1,East,4G,78.6,Warning,No Major Issue,66.78,HIGH,Schedule preventive maintenance,East,True,799,True,True
C03911,T1154,Central,Unlimited,1199,39.13,0,Central,4G,78.65,Warning,No Major Issue,26.7,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C03912,T1396,South,Unlimited,1199,31.37,0,South,5G,78.84,Warning,No Major Issue,18.39,LOW,Normal monitoring,South,False,0,True,False
C03913,T1440,West,Standard,499,30.42,1,West,5G,79.11,Warning,No Major Issue,20.76,LOW,Normal monitoring,West,False,0,False,False
C03914,T1165,East,Basic,299,27.71,0,East,4G,78.29,Warning,No Major Issue,28.08,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C03915,T1272,East,Premium,799,27.52,0,East,5G,79.19,Warning,No Major Issue,27.92,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C03916,T1345,North,Standard,499,26.04,0,North,5G,79.13,Warning,No Major Issue,25.51,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C03917,T1123,East,Standard,499,28.55,5,East,5G,50.36,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,East,True,499,False,False
C03918,T1089,Central,Standard,499,15.98,1,Central,4G,78.97,Warning,No Major Issue,26.19,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C03919,T1154,Central,Basic,299,36.03,1,Central,4G,78.65,Warning,No Major Issue,26.7,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C03920,T1392,North,Basic,299,27.55,0,North,4G,78.78,Warning,No Major Issue,18.98,LOW,Normal monitoring,North,False,0,False,False
C03921,T1140,East,Basic,299,23.26,0,East,5G,79.0,Warning,No Major Issue,10.52,LOW,Normal monitoring,East,False,0,False,False
C03922,T1232,South,Standard,499,23.87,0,South,5G,78.54,Warning,No Major Issue,28.05,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C03923,T1157,Central,Basic,299,20.57,0,Central,4G,79.71,Warning,No Major Issue,28.94,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C03924,T1368,East,Premium,799,29.41,1,East,5G,78.72,Warning,No Major Issue,20.71,LOW,Normal monitoring,East,False,0,True,False
C03925,T1175,East,Standard,499,22.5,0,East,4G,78.96,Warning,No Major Issue,79.46,CRITICAL,Immediate technician inspection,East,True,499,False,False
C03926,T1482,West,Unlimited,1199,24.87,2,West,5G,79.19,Warning,No Major Issue,26.99,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C03927,T1307,West,Basic,299,24.06,1,West,4G,78.12,Warning,No Major Issue,20.5,LOW,Normal monitoring,West,False,0,False,False
C03928,T1167,South,Premium,799,28.66,3,South,5G,78.45,Warning,No Major Issue,29.12,MEDIUM,Increase monitoring frequency,South,False,0,True,False
C03929,T1161,Central,Unlimited,1199,14.1,1,Central,4G,79.32,Warning,No Major Issue,23.16,LOW,Normal monitoring,Central,False,0,True,False
C03930,T1144,East,Basic,299,34.35,3,East,5G,78.46,Warning,No Major Issue,20.18,LOW,Normal monitoring,East,False,0,False,False
C03931,T1196,Central,Standard,499,7.92,0,Central,5G,78.01,Warning,No Major Issue,31.62,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C03932,T1427,Central,Unlimited,1199,20.58,3,Central,5G,78.66,Warning,No Major Issue,22.1,LOW,Normal monitoring,Central,False,0,True,False
C03933,T1288,West,Unlimited,1199,30.12,2,West,5G,78.73,Warning,No Major Issue,78.05,CRITICAL,Immediate technician inspection,West,True,1199,True,True
C03934,T1007,North,Standard,499,22.47,1,North,5G,78.54,Warning,No Major Issue,21.21,LOW,Normal monitoring,North,False,0,False,False
C03935,T1142,North,Standard,499,18.83,0,North,4G,77.91,Warning,No Major Issue,15.49,LOW,Normal monitoring,North,False,0,False,False
C03936,T1188,South,Unlimited,1199,33.99,0,South,4G,78.62,Warning,No Major Issue,38.64,MEDIUM,Increase monitoring frequency,South,False,0,True,False
C03937,T1031,East,Standard,499,21.31,2,East,5G,78.59,Warning,No Major Issue,17.34,LOW,Normal monitoring,East,False,0,False,False
C03938,T1390,North,Standard,499,13.6,1,North,4G,78.06,Warning,No Major Issue,26.84,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C03939,T1113,South,Standard,499,21.95,1,South,4G,79.63,Warning,No Major Issue,88.05,CRITICAL,Immediate technician inspection,South,True,499,False,False
C03940,T1317,East,Premium,799,20.94,2,East,5G,79.04,Warning,No Major Issue,49.67,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C03941,T1345,North,Premium,799,28.23,0,North,5G,79.13,Warning,No Major Issue,25.51,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C03942,T1183,Central,Standard,499,13.24,4,Central,4G,78.44,Warning,No Major Issue,21.38,LOW,Normal monitoring,Central,False,0,False,False
C03943,T1476,East,Standard,499,20.6,3,East,5G,78.68,Warning,No Major Issue,25.72,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C03944,T1434,East,Basic,299,29.24,1,East,5G,78.13,Warning,No Major Issue,33.74,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C03945,T1164,Central,Standard,499,33.37,0,Central,5G,79.55,Warning,No Major Issue,16.92,LOW,Normal monitoring,Central,False,0,False,False
C03946,T1268,East,Unlimited,1199,22.05,0,East,5G,79.25,Warning,No Major Issue,16.53,LOW,Normal monitoring,East,False,0,True,False
C03947,T1115,North,Basic,299,9.99,2,North,4G,78.43,Warning,No Major Issue,20.14,LOW,Normal monitoring,North,False,0,False,False
C03948,T1143,Central,Basic,299,29.98,1,Central,4G,78.47,Warning,No Major Issue,26.59,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C03949,T1466,South,Standard,499,28.06,1,South,5G,79.56,Warning,No Major Issue,31.53,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C03950,T1309,East,Unlimited,1199,13.32,0,East,5G,78.76,Warning,No Major Issue,24.75,LOW,Normal monitoring,East,False,0,True,False
C03951,T1200,East,Standard,499,17.62,1,East,5G,78.71,Warning,No Major Issue,88.47,CRITICAL,Immediate technician inspection,East,True,499,False,False
C03952,T1463,South,Basic,299,17.97,2,South,4G,78.91,Warning,No Major Issue,38.88,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C03953,T1226,Central,Standard,499,19.75,0,Central,4G,78.81,Warning,No Major Issue,25.46,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C03954,T1050,North,Unlimited,1199,11.57,1,North,4G,78.7,Warning,No Major Issue,12.04,LOW,Normal monitoring,North,False,0,True,False
C03955,T1151,East,Standard,499,15.34,1,East,4G,78.6,Warning,No Major Issue,66.78,HIGH,Schedule preventive maintenance,East,True,499,False,False
C03956,T1307,West,Standard,499,10.15,1,West,4G,78.12,Warning,No Major Issue,20.5,LOW,Normal monitoring,West,False,0,False,False
C03957,T1424,South,Standard,499,32.05,1,South,5G,78.17,Warning,No Major Issue,14.35,LOW,Normal monitoring,South,False,0,False,False
C03958,T1013,West,Premium,799,29.31,2,West,5G,78.76,Warning,No Major Issue,29.37,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C03959,T1044,North,Unlimited,1199,10.65,0,North,4G,79.28,Warning,No Major Issue,27.92,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C03960,T1237,Central,Standard,499,29.39,1,Central,5G,78.36,Warning,No Major Issue,63.09,HIGH,Schedule preventive maintenance,Central,True,499,False,False
C03961,T1463,South,Basic,299,26.64,3,South,4G,78.91,Warning,No Major Issue,38.88,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C03962,T1183,Central,Standard,499,22.66,1,Central,4G,78.44,Warning,No Major Issue,21.38,LOW,Normal monitoring,Central,False,0,False,False
C03963,T1302,Central,Standard,499,19.92,2,Central,5G,78.25,Warning,No Major Issue,44.58,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C03964,T1460,Central,Unlimited,1199,40.09,2,Central,5G,79.12,Warning,No Major Issue,24.06,LOW,Normal monitoring,Central,False,0,True,False
C03965,T1195,North,Standard,499,23.2,0,North,5G,78.64,Warning,No Major Issue,14.45,LOW,Normal monitoring,North,False,0,False,False
C03966,T1243,East,Basic,299,15.3,0,East,4G,79.21,Warning,No Major Issue,94.13,CRITICAL,Immediate technician inspection,East,True,299,False,False
C03967,T1202,East,Standard,499,36.1,0,East,5G,78.96,Warning,No Major Issue,29.95,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C03968,T1064,Central,Premium,799,34.66,0,Central,4G,77.78,Warning,No Major Issue,19.54,LOW,Normal monitoring,Central,False,0,True,False
C03969,T1384,East,Basic,299,17.32,1,East,4G,78.88,Warning,No Major Issue,16.65,LOW,Normal monitoring,East,False,0,False,False
C03970,T1497,Central,Standard,499,14.85,2,Central,4G,78.32,Warning,No Major Issue,23.08,LOW,Normal monitoring,Central,False,0,False,False
C03971,T1062,North,Standard,499,34.62,3,North,5G,78.74,Warning,No Major Issue,28.17,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C03972,T1300,South,Standard,499,24.47,1,South,5G,79.2,Warning,No Major Issue,28.58,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C03973,T1256,West,Basic,299,37.69,2,West,4G,78.96,Warning,No Major Issue,81.58,CRITICAL,Immediate technician inspection,West,True,299,False,False
C03974,T1154,Central,Premium,799,26.99,3,Central,4G,78.65,Warning,No Major Issue,26.7,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C03975,T1003,Central,Standard,499,16.1,0,Central,5G,78.62,Warning,No Major Issue,24.42,LOW,Normal monitoring,Central,False,0,False,False
C03976,T1077,East,Basic,299,27.19,0,East,5G,79.68,Warning,No Major Issue,78.8,CRITICAL,Immediate technician inspection,East,True,299,False,False
C03977,T1214,South,Basic,299,36.03,5,South,5G,51.63,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,South,True,299,False,False
C03978,T1024,North,Basic,299,21.66,2,North,5G,78.49,Warning,No Major Issue,16.69,LOW,Normal monitoring,North,False,0,False,False
C03979,T1295,West,Standard,499,15.78,1,West,4G,78.75,Warning,No Major Issue,14.07,LOW,Normal monitoring,West,False,0,False,False
C03980,T1329,South,Standard,499,37.63,0,South,5G,78.74,Warning,No Major Issue,24.1,LOW,Normal monitoring,South,False,0,False,False
C03981,T1108,South,Premium,799,16.52,2,South,4G,79.3,Warning,No Major Issue,41.54,MEDIUM,Increase monitoring frequency,South,False,0,True,False
C03982,T1316,East,Standard,499,24.85,2,East,4G,78.54,Warning,No Major Issue,34.6,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C03983,T1250,North,Unlimited,1199,18.02,3,North,5G,78.22,Warning,No Major Issue,30.72,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C03984,T1043,West,Basic,299,26.69,2,West,4G,78.09,Warning,No Major Issue,38.43,MEDIUM,Increase monitoring frequency,West,False,0,False,False
C03985,T1001,North,Basic,299,28.52,1,North,4G,78.18,Warning,No Major Issue,32.68,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C03986,T1330,North,Basic,299,22.7,1,North,4G,78.49,Warning,No Major Issue,73.29,HIGH,Schedule preventive maintenance,North,True,299,False,False
C03987,T1094,Central,Premium,799,16.03,0,Central,5G,78.96,Warning,No Major Issue,26.03,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C03988,T1220,South,Basic,299,27.42,1,South,4G,77.78,Warning,No Major Issue,81.76,CRITICAL,Immediate technician inspection,South,True,299,False,False
C03989,T1192,East,Standard,499,20.34,2,East,5G,79.84,Warning,No Major Issue,40.59,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C03990,T1094,Central,Premium,799,13.02,1,Central,5G,78.96,Warning,No Major Issue,26.03,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C03991,T1192,East,Premium,799,16.55,2,East,5G,79.84,Warning,No Major Issue,40.59,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C03992,T1358,South,Unlimited,1199,31.76,1,South,4G,78.48,Warning,No Major Issue,28.88,MEDIUM,Increase monitoring frequency,South,False,0,True,False
C03993,T1032,East,Premium,799,26.34,3,East,5G,78.77,Warning,No Major Issue,19.42,LOW,Normal monitoring,East,False,0,True,False
C03994,T1181,West,Premium,799,27.36,3,West,4G,78.79,Warning,No Major Issue,53.85,HIGH,Schedule preventive maintenance,West,True,799,True,True
C03995,T1001,North,Unlimited,1199,32.16,0,North,4G,78.18,Warning,No Major Issue,32.68,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C03996,T1296,West,Standard,499,6.09,0,West,5G,78.52,Warning,No Major Issue,20.37,LOW,Normal monitoring,West,False,0,False,False
C03997,T1116,East,Basic,299,24.85,1,East,5G,78.19,Warning,No Major Issue,18.67,LOW,Normal monitoring,East,False,0,False,False
C03998,T1146,South,Premium,799,29.14,1,South,4G,78.79,Warning,No Major Issue,28.63,MEDIUM,Increase monitoring frequency,South,False,0,True,False
C03999,T1372,Central,Standard,499,39.99,3,Central,5G,78.9,Warning,No Major Issue,31.18,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C04000,T1069,South,Standard,499,46.41,1,South,4G,78.69,Warning,No Major Issue,25.29,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C04001,T1042,South,Unlimited,1199,25.64,2,South,5G,78.38,Warning,No Major Issue,22.21,LOW,Normal monitoring,South,False,0,True,False
C04002,T1333,North,Unlimited,1199,27.13,2,North,4G,78.86,Warning,No Major Issue,15.82,LOW,Normal monitoring,North,False,0,True,False
C04003,T1238,North,Basic,299,7.2,0,North,5G,78.73,Warning,No Major Issue,27.19,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C04004,T1145,North,Premium,799,34.41,1,North,4G,79.29,Warning,No Major Issue,19.24,LOW,Normal monitoring,North,False,0,True,False
C04005,T1192,East,Premium,799,27.72,2,East,5G,79.84,Warning,No Major Issue,40.59,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C04006,T1225,Central,Premium,799,26.39,0,Central,4G,78.59,Warning,No Major Issue,26.34,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
