event_id,timestamp,tower_id,event_type,severity
E04709,2026-01-15 12:00:00,T1173,Packet Loss,Low
E04710,2026-01-05 00:00:00,T1206,Connection Failure,Medium
E04711,2026-01-22 12:00:00,T1158,Traffic Spike,Medium
E04712,2026-01-04 18:00:00,T1320,Packet Loss,Low
E04713,2026-01-19 00:00:00,T1431,High Latency,Low
E04714,2026-01-01 12:00:00,T1388,Packet Loss,High
E04715,2026-01-19 00:00:00,T1111,Call Drop,High
E04716,2026-01-23 00:00:00,T1296,Traffic Spike,Critical
E04717,2026-01-21 18:00:00,T1358,High CPU,Low
E04718,2026-01-07 00:00:00,T1457,Low Signal,Low
E04719,2026-01-15 12:00:00,T1000,High CPU,Critical
E04720,2026-01-28 12:00:00,T1027,Call Drop,Low
E04721,2026-01-06 18:00:00,T1447,High Latency,High
E04722,2026-01-06 00:00:00,T1302,Packet Loss,Medium
E04723,2026-01-21 12:00:00,T1143,Traffic Spike,High
E04724,2026-01-26 18:00:00,T1407,High Latency,Medium
E04725,2026-01-07 18:00:00,T1303,Traffic Spike,Low
E04726,2026-01-02 12:00:00,T1425,Traffic Spike,Low
E04727,2026-01-21 18:00:00,T1456,Packet Loss,Low
E04728,2026-01-04 06:00:00,T1259,Connection Failure,Low
E04729,2026-01-24 12:00:00,T1460,Connection Failure,Medium
E04730,2026-01-03 00:00:00,T1150,Packet Loss,Low
E04731,2026-01-06 06:00:00,T1474,Connection Failure,High
E04732,2026-01-20 12:00:00,T1171,High Latency,Medium
E04733,2026-01-12 06:00:00,T1065,High CPU,Low
E04734,2026-01-14 06:00:00,T1410,Call Drop,Low
E04735,2026-01-26 00:00:00,T1037,Connection Failure,Low
E04736,2026-01-09 18:00:00,T1397,Connection Failure,High
E04737,2026-01-26 18:00:00,T1140,High Latency,High
E04738,2026-01-22 00:00:00,T1087,Traffic Spike,High
E04739,2026-01-02 06:00:00,T1397,Traffic Spike,Medium
E04740,2026-01-11 12:00:00,T1051,Low Signal,Low
E04741,2026-01-18 12:00:00,T1050,High CPU,Low
E04742,2026-01-27 00:00:00,T1061,High Latency,Low
E04743,2026-01-05 06:00:00,T1023,Traffic Spike,Medium
E04744,2026-01-29 12:00:00,T1127,Low Signal,Medium
E04745,2026-01-13 06:00:00,T1497,High CPU,Medium
E04746,2026-01-26 12:00:00,T1049,High Latency,Medium
E04747,2026-01-05 06:00:00,T1434,Call Drop,Low
E04748,2026-01-03 18:00:00,T1415,Connection Failure,High
E04749,2026-01-02 06:00:00,T1202,Connection Failure,Low
E04750,2026-01-19 06:00:00,T1287,Connection Failure,Medium
E04751,2026-01-18 12:00:00,T1324,Traffic Spike,Low
E04752,2026-01-22 18:00:00,T1394,High Latency,Medium
E04753,2026-01-20 06:00:00,T1437,Traffic Spike,Critical
E04754,2026-01-10 18:00:00,T1117,Low Signal,High
E04755,2026-01-02 12:00:00,T1382,High Latency,Low
E04756,2026-01-25 12:00:00,T1418,Connection Failure,Low
E04757,2026-01-21 00:00:00,T1000,Packet Loss,Critical
E04758,2026-01-04 06:00:00,T1084,High Latency,Medium
E04759,2026-01-10 06:00:00,T1356,Call Drop,Medium
E04760,2026-01-03 12:00:00,T1438,Low Signal,Low
E04761,2026-01-25 12:00:00,T1140,Call Drop,Low
E04762,2026-01-18 12:00:00,T1237,Packet Loss,Medium
E04763,2026-01-14 06:00:00,T1288,Call Drop,Medium
E04764,2026-01-25 00:00:00,T1428,Traffic Spike,Low
E04765,2026-01-19 18:00:00,T1046,Connection Failure,Medium
E04766,2026-01-20 06:00:00,T1373,Packet Loss,Low
E04767,2026-01-02 12:00:00,T1003,High Latency,Medium
E04768,2026-01-22 00:00:00,T1045,Packet Loss,Medium
E04769,2026-01-01 18:00:00,T1109,Traffic Spike,Low
E04770,2026-01-03 18:00:00,T1199,High Latency,Low
E04771,2026-01-04 18:00:00,T1476,Low Signal,Medium
E04772,2026-01-24 12:00:00,T1284,Traffic Spike,Low
E04773,2026-01-23 06:00:00,T1407,Traffic Spike,Medium
E04774,2026-01-30 18:00:00,T1015,Packet Loss,Medium
E04775,2026-01-17 00:00:00,T1393,High CPU,Low
E04776,2026-01-19 18:00:00,T1199,High CPU,Low
E04777,2026-01-09 12:00:00,T1399,Call Drop,Low
E04778,2026-01-15 06:00:00,T1189,Traffic Spike,High
E04779,2026-01-25 18:00:00,T1255,Packet Loss,Low
E04780,2026-01-25 18:00:00,T1113,Traffic Spike,Low
E04781,2026-01-13 06:00:00,T1494,High Latency,Medium
E04782,2026-01-03 18:00:00,T1298,High Latency,Critical
E04783,2026-01-09 12:00:00,T1495,High Latency,Low
E04784,2026-01-06 06:00:00,T1358,High Latency,High
E04785,2026-01-03 18:00:00,T1014,High Latency,Medium
E04786,2026-01-14 18:00:00,T1199,Packet Loss,High
E04787,2026-01-04 12:00:00,T1068,Traffic Spike,Medium
E04788,2026-01-27 12:00:00,T1110,High CPU,High
E04789,2026-01-24 00:00:00,T1372,Traffic Spike,High
E04790,2026-01-02 12:00:00,T1246,Low Signal,Low
E04791,2026-01-29 06:00:00,T1423,Traffic Spike,Low
E04792,2026-01-12 18:00:00,T1198,Traffic Spike,High
E04793,2026-01-04 18:00:00,T1142,Call Drop,Low
E04794,2026-01-15 00:00:00,T1214,Call Drop,Low
E04795,2026-01-04 00:00:00,T1405,Traffic Spike,Low
E04796,2026-01-30 18:00:00,T1019,High Latency,Low
E04797,2026-01-22 00:00:00,T1352,Low Signal,Low
E04798,2026-01-25 06:00:00,T1269,Traffic Spike,Low
E04799,2026-01-16 06:00:00,T1216,Traffic Spike,High
E04800,2026-01-06 12:00:00,T1209,Low Signal,High
E04801,2026-01-12 18:00:00,T1070,Connection Failure,Low
E04802,2026-01-23 06:00:00,T1014,Packet Loss,Low
E04803,2026-01-20 12:00:00,T1422,High CPU,Low
E04804,2026-01-14 00:00:00,T1264,High CPU,Low
E04805,2026-01-22 06:00:00,T1389,Traffic Spike,Low
E04806,2026-01-07 12:00:00,T1129,Packet Loss,Low
E04807,2026-01-28 18:00:00,T1308,High CPU,Low
E04808,2026-01-27 00:00:00,T1066,Low Signal,Medium
E04809,2026-01-23 06:00:00,T1033,Packet Loss,High
E04810,2026-01-19 06:00:00,T1278,High Latency,Medium
E04811,2026-01-01 00:00:00,T1143,Packet Loss,Low
E04812,2026-01-28 18:00:00,T1416,Call Drop,Medium
E04813,2026-01-24 00:00:00,T1426,High Latency,High
E04814,2026-01-29 12:00:00,T1021,Connection Failure,Low
E04815,2026-01-05 12:00:00,T1000,Connection Failure,Medium
E04816,2026-01-22 00:00:00,T1019,High CPU,Low
E04817,2026-01-05 18:00:00,T1028,Low Signal,Medium
E04818,2026-01-09 18:00:00,T1003,Packet Loss,Low
E04819,2026-01-03 00:00:00,T1439,High CPU,Medium
E04820,2026-01-17 18:00:00,T1393,Call Drop,Medium
E04821,2026-01-07 18:00:00,T1276,Packet Loss,Low
E04822,2026-01-14 00:00:00,T1465,Connection Failure,Medium
E04823,2026-01-15 18:00:00,T1199,High Latency,Low
E04824,2026-01-15 12:00:00,T1363,Packet Loss,Medium
E04825,2026-01-30 12:00:00,T1366,Low Signal,Medium
E04826,2026-01-13 00:00:00,T1352,Call Drop,High
E04827,2026-01-18 18:00:00,T1362,High CPU,Medium
E04828,2026-01-22 12:00:00,T1045,High Latency,Medium
E04829,2026-01-11 06:00:00,T1132,Traffic Spike,Low
E04830,2026-01-16 00:00:00,T1421,Call Drop,Low
E04831,2026-01-26 18:00:00,T1273,Call Drop,High
E04832,2026-01-11 18:00:00,T1020,Packet Loss,Low
E04833,2026-01-27 00:00:00,T1431,High CPU,Medium
E04834,2026-01-28 18:00:00,T1408,Connection Failure,Medium
E04835,2026-01-23 12:00:00,T1302,Traffic Spike,Low
E04836,2026-01-29 00:00:00,T1115,High CPU,Low
E04837,2026-01-02 18:00:00,T1236,Call Drop,High
E04838,2026-01-10 06:00:00,T1041,High Latency,Low
E04839,2026-01-27 12:00:00,T1141,Packet Loss,Medium
E04840,2026-01-24 06:00:00,T1454,High CPU,Medium
E04841,2026-01-03 12:00:00,T1475,High Latency,Low
E04842,2026-01-10 18:00:00,T1090,High CPU,Low
E04843,2026-01-07 12:00:00,T1372,Traffic Spike,Low
E04844,2026-01-06 06:00:00,T1385,Connection Failure,Medium
E04845,2026-01-30 06:00:00,T1246,Packet Loss,Low
E04846,2026-01-19 00:00:00,T1338,Packet Loss,Low
E04847,2026-01-10 12:00:00,T1397,Connection Failure,Medium
E04848,2026-01-26 06:00:00,T1145,Traffic Spike,Low
E04849,2026-01-24 00:00:00,T1032,Traffic Spike,High
E04850,2026-01-10 18:00:00,T1164,High CPU,Low
E04851,2026-01-15 06:00:00,T1249,High Latency,Medium
E04852,2026-01-19 00:00:00,T1241,High CPU,Medium
E04853,2026-01-28 12:00:00,T1355,Connection Failure,Low
E04854,2026-01-15 00:00:00,T1034,High CPU,Medium
E04855,2026-01-03 00:00:00,T1060,Packet Loss,Medium
E04856,2026-01-13 06:00:00,T1179,Call Drop,Low
E04857,2026-01-05 00:00:00,T1203,High Latency,Critical
E04858,2026-01-21 00:00:00,T1371,Packet Loss,Medium
E04859,2026-01-15 12:00:00,T1177,Call Drop,Low
E04860,2026-01-02 12:00:00,T1411,Call Drop,Low
E04861,2026-01-14 18:00:00,T1176,Low Signal,Low
E04862,2026-01-30 12:00:00,T1483,Low Signal,Low
E04863,2026-01-16 12:00:00,T1080,Connection Failure,Low
E04864,2026-01-29 06:00:00,T1452,High Latency,Low
E04865,2026-01-11 06:00:00,T1230,Traffic Spike,High
E04866,2026-01-19 00:00:00,T1108,Call Drop,Low
E04867,2026-01-04 06:00:00,T1014,Low Signal,Low
E04868,2026-01-23 00:00:00,T1200,Low Signal,Low
E04869,2026-01-22 06:00:00,T1002,Packet Loss,High
E04870,2026-01-17 06:00:00,T1142,Traffic Spike,Medium
E04871,2026-01-21 18:00:00,T1116,Connection Failure,High
E04872,2026-01-16 18:00:00,T1215,High CPU,High
E04873,2026-01-13 18:00:00,T1478,Traffic Spike,Medium
E04874,2026-01-27 06:00:00,T1104,Call Drop,Low
E04875,2026-01-10 12:00:00,T1390,Packet Loss,Low
E04876,2026-01-20 00:00:00,T1287,Connection Failure,Low
E04877,2026-01-28 12:00:00,T1243,Connection Failure,Medium
E04878,2026-01-11 18:00:00,T1271,High CPU,Low
E04879,2026-01-10 12:00:00,T1420,High Latency,Medium
E04880,2026-01-06 12:00:00,T1297,Packet Loss,Low
E04881,2026-01-09 18:00:00,T1123,High CPU,Medium
E04882,2026-01-21 12:00:00,T1433,High Latency,Low
E04883,2026-01-06 18:00:00,T1073,Packet Loss,Low
E04884,2026-01-18 18:00:00,T1044,Connection Failure,Medium
E04885,2026-01-09 00:00:00,T1123,Call Drop,Low
E04886,2026-01-16 18:00:00,T1461,Connection Failure,Low
E04887,2026-01-14 06:00:00,T1481,High CPU,Low
E04888,2026-01-03 00:00:00,T1369,Packet Loss,Low
E04889,2026-01-15 06:00:00,T1274,Connection Failure,Low
E04890,2026-01-14 00:00:00,T1291,Traffic Spike,Low
E04891,2026-01-17 18:00:00,T1276,Connection Failure,Medium
E04892,2026-01-10 06:00:00,T1400,High Latency,Low
E04893,2026-01-01 12:00:00,T1359,Connection Failure,Medium
E04894,2026-01-13 06:00:00,T1151,Packet Loss,High
E04895,2026-01-07 12:00:00,T1207,Traffic Spike,Low
E04896,2026-01-18 18:00:00,T1047,Traffic Spike,Low
E04897,2026-01-12 06:00:00,T1058,High Latency,Low
E04898,2026-01-29 00:00:00,T1150,Low Signal,High
E04899,2026-01-17 06:00:00,T1364,Low Signal,Medium
E04900,2026-01-27 18:00:00,T1328,High CPU,Low
E04901,2026-01-27 18:00:00,T1383,Low Signal,Medium
E04902,2026-01-26 00:00:00,T1161,Low Signal,Low
E04903,2026-01-14 00:00:00,T1429,Traffic Spike,Medium
E04904,2026-01-01 12:00:00,T1253,High CPU,Low
E04905,2026-01-15 00:00:00,T1212,High Latency,Critical
E04906,2026-01-23 12:00:00,T1417,Call Drop,Medium
E04907,2026-01-06 18:00:00,T1084,Call Drop,Low
E04908,2026-01-09 18:00:00,T1068,Call Drop,Low
E04909,2026-01-22 12:00:00,T1352,Low Signal,Low
E04910,2026-01-26 06:00:00,T1231,Call Drop,Low
E04911,2026-01-08 06:00:00,T1278,High Latency,High
E04912,2026-01-06 18:00:00,T1092,Low Signal,Low
E04913,2026-01-21 00:00:00,T1109,High CPU,Low
E04914,2026-01-03 12:00:00,T1073,High CPU,Medium
E04915,2026-01-24 12:00:00,T1016,Connection Failure,Critical
E04916,2026-01-27 12:00:00,T1161,Call Drop,Low
E04917,2026-01-08 12:00:00,T1248,Low Signal,Medium
E04918,2026-01-18 06:00:00,T1076,Packet Loss,High
E04919,2026-01-07 06:00:00,T1034,Low Signal,Medium
E04920,2026-01-18 06:00:00,T1033,Connection Failure,Low
E04921,2026-01-24 12:00:00,T1415,High CPU,Medium
E04922,2026-01-19 00:00:00,T1183,High CPU,Low
E04923,2026-01-17 18:00:00,T1307,Packet Loss,Low
E04924,2026-01-15 12:00:00,T1400,High CPU,Low
E04925,2026-01-14 06:00:00,T1171,Connection Failure,Low
E04926,2026-01-07 18:00:00,T1331,High Latency,Medium
E04927,2026-01-30 12:00:00,T1132,Connection Failure,High
E04928,2026-01-09 12:00:00,T1268,High CPU,Medium
E04929,2026-01-24 00:00:00,T1314,High CPU,Low
E04930,2026-01-30 00:00:00,T1204,High CPU,Low
E04931,2026-01-07 00:00:00,T1268,Traffic Spike,Low
E04932,2026-01-28 18:00:00,T1472,Call Drop,Low
E04933,2026-01-17 18:00:00,T1169,Packet Loss,Critical
E04934,2026-01-25 12:00:00,T1137,Connection Failure,High
E04935,2026-01-08 00:00:00,T1496,Packet Loss,Medium
E04936,2026-01-09 06:00:00,T1350,Low Signal,High
E04937,2026-01-06 18:00:00,T1296,Call Drop,Medium
E04938,2026-01-19 00:00:00,T1350,High CPU,Medium
E04939,2026-01-03 06:00:00,T1350,Packet Loss,Low
E04940,2026-01-25 00:00:00,T1490,Call Drop,Medium
E04941,2026-01-21 12:00:00,T1070,High Latency,Low
E04942,2026-01-09 00:00:00,T1260,Call Drop,Low
E04943,2026-01-23 18:00:00,T1055,Low Signal,Low
E04944,2026-01-16 00:00:00,T1117,High Latency,Medium
E04945,2026-01-29 18:00:00,T1440,Connection Failure,Low
E04946,2026-01-20 00:00:00,T1039,Traffic Spike,Low
E04947,2026-01-06 18:00:00,T1090,High Latency,Low
E04948,2026-01-25 18:00:00,T1146,High CPU,Medium
E04949,2026-01-06 18:00:00,T1122,Connection Failure,Critical
E04950,2026-01-18 12:00:00,T1450,Connection Failure,Low
E04951,2026-01-08 00:00:00,T1325,Traffic Spike,Low
E04952,2026-01-07 06:00:00,T1412,Packet Loss,Critical
E04953,2026-01-30 12:00:00,T1278,Traffic Spike,Low
E04954,2026-01-23 18:00:00,T1228,Connection Failure,Low
E04955,2026-01-12 12:00:00,T1382,High CPU,Low
E04956,2026-01-14 12:00:00,T1317,Traffic Spike,Low
E04957,2026-01-20 18:00:00,T1491,High CPU,Low
E04958,2026-01-07 00:00:00,T1138,Packet Loss,Medium
E04959,2026-01-03 06:00:00,T1450,Call Drop,Critical
E04960,2026-01-17 06:00:00,T1187,Low Signal,Medium
E04961,2026-01-07 00:00:00,T1352,Connection Failure,Medium
E04962,2026-01-04 06:00:00,T1136,Traffic Spike,Medium
E04963,2026-01-01 18:00:00,T1239,Connection Failure,High
E04964,2026-01-16 06:00:00,T1234,Traffic Spike,High
E04965,2026-01-29 12:00:00,T1129,Call Drop,Medium
E04966,2026-01-16 12:00:00,T1486,Low Signal,Medium
E04967,2026-01-03 00:00:00,T1224,Packet Loss,High
E04968,2026-01-26 18:00:00,T1191,Traffic Spike,Medium
E04969,2026-01-07 00:00:00,T1249,Low Signal,Low
E04970,2026-01-06 18:00:00,T1152,Traffic Spike,Low
E04971,2026-01-24 18:00:00,T1307,Packet Loss,Medium
E04972,2026-01-14 12:00:00,T1143,Call Drop,Medium
E04973,2026-01-04 00:00:00,T1362,Traffic Spike,Medium
E04974,2026-01-28 12:00:00,T1098,High CPU,Medium
E04975,2026-01-23 18:00:00,T1257,Packet Loss,Low
E04976,2026-01-06 18:00:00,T1348,Call Drop,Low
E04977,2026-01-16 00:00:00,T1095,High CPU,Low
E04978,2026-01-06 00:00:00,T1156,Low Signal,Low
E04979,2026-01-18 18:00:00,T1120,Traffic Spike,Low
E04980,2026-01-17 00:00:00,T1437,Connection Failure,Low
E04981,2026-01-14 12:00:00,T1499,High CPU,Critical
E04982,2026-01-13 12:00:00,T1021,High CPU,Medium
E04983,2026-01-24 00:00:00,T1001,High CPU,High
E04984,2026-01-21 12:00:00,T1339,Packet Loss,Medium
E04985,2026-01-08 12:00:00,T1364,Connection Failure,Low
E04986,2026-01-11 00:00:00,T1297,Packet Loss,Low
E04987,2026-01-28 00:00:00,T1039,High CPU,Low
E04988,2026-01-02 00:00:00,T1351,High Latency,Medium
E04989,2026-01-06 06:00:00,T1071,High Latency,Low
E04990,2026-01-24 06:00:00,T1067,High Latency,Medium
E04991,2026-01-19 12:00:00,T1120,Connection Failure,Critical
E04992,2026-01-17 00:00:00,T1025,Call Drop,Low
E04993,2026-01-28 18:00:00,T1036,High Latency,High
E04994,2026-01-28 00:00:00,T1007,Call Drop,Low
E04995,2026-01-06 12:00:00,T1274,Traffic Spike,Low
E04996,2026-01-29 00:00:00,T1180,Traffic Spike,Low
E04997,2026-01-07 00:00:00,T1249,Traffic Spike,Low
E04998,2026-01-02 18:00:00,T1165,High CPU,Medium
E04999,2026-01-17 12:00:00,T1372,Connection Failure,Medium
E05000,2026-01-02 06:00:00,T1398,Connection Failure,High
E05001,2026-01-04 18:00:00,T1100,High Latency,Low
E05002,2026-01-02 06:00:00,T1178,Low Signal,Low
E05003,2026-01-11 00:00:00,T1445,Connection Failure,High
E05004,2026-01-07 06:00:00,T1487,Low Signal,Low
E05005,2026-01-02 12:00:00,T1427,Packet Loss,High
E05006,2026-01-30 00:00:00,T1140,Low Signal,Critical
E05007,2026-01-20 12:00:00,T1218,Traffic Spike,Medium
E05008,2026-01-11 18:00:00,T1380,Call Drop,Low
E05009,2026-01-13 18:00:00,T1212,Connection Failure,Medium
E05010,2026-01-22 12:00:00,T1477,Connection Failure,Medium
E05011,2026-01-04 12:00:00,T1480,Packet Loss,Medium
E05012,2026-01-01 00:00:00,T1156,High Latency,High
E05013,2026-01-01 00:00:00,T1427,Packet Loss,Medium
E05014,2026-01-15 12:00:00,T1493,Packet Loss,Low
E05015,2026-01-16 00:00:00,T1138,High Latency,Medium
E05016,2026-01-17 06:00:00,T1123,Packet Loss,Critical
E05017,2026-01-11 06:00:00,T1075,Packet Loss,Low
E05018,2026-01-25 06:00:00,T1399,Low Signal,Medium
E05019,2026-01-07 06:00:00,T1445,Call Drop,Low
E05020,2026-01-11 12:00:00,T1059,High Latency,Low
E05021,2026-01-12 18:00:00,T1207,High CPU,Critical
E05022,2026-01-14 00:00:00,T1417,High Latency,Medium
E05023,2026-01-02 00:00:00,T1025,Call Drop,Medium
E05024,2026-01-04 18:00:00,T1436,Packet Loss,Medium
E05025,2026-01-16 06:00:00,T1137,High CPU,Low
E05026,2026-01-07 12:00:00,T1488,High CPU,Medium
E05027,2026-01-10 00:00:00,T1043,Packet Loss,Low
E05028,2026-01-21 18:00:00,T1301,Packet Loss,Low
E05029,2026-01-23 12:00:00,T1163,Low Signal,Low
E05030,2026-01-02 00:00:00,T1269,High CPU,Low
E05031,2026-01-25 12:00:00,T1255,Connection Failure,Low
E05032,2026-01-23 06:00:00,T1484,High Latency,Medium
E05033,2026-01-08 06:00:00,T1390,Packet Loss,Low
E05034,2026-01-24 12:00:00,T1340,Call Drop,Low
E05035,2026-01-30 12:00:00,T1274,High Latency,Low
E05036,2026-01-21 00:00:00,T1101,Packet Loss,Medium
E05037,2026-01-29 12:00:00,T1366,Traffic Spike,Low
E05038,2026-01-10 06:00:00,T1481,High CPU,Low
E05039,2026-01-13 12:00:00,T1486,Call Drop,Low
E05040,2026-01-16 18:00:00,T1033,Packet Loss,Low
E05041,2026-01-16 00:00:00,T1445,High Latency,Low
E05042,2026-01-07 18:00:00,T1185,High Latency,Low
E05043,2026-01-24 18:00:00,T1404,High Latency,Low
E05044,2026-01-08 00:00:00,T1295,Low Signal,Low
E05045,2026-01-29 18:00:00,T1079,Packet Loss,Medium
E05046,2026-01-15 12:00:00,T1246,Connection Failure,High
E05047,2026-01-24 00:00:00,T1473,Connection Failure,Medium
E05048,2026-01-04 18:00:00,T1153,High CPU,High
E05049,2026-01-20 12:00:00,T1005,Connection Failure,Low
E05050,2026-01-04 00:00:00,T1430,Traffic Spike,Medium
E05051,2026-01-06 06:00:00,T1284,Traffic Spike,Low
E05052,2026-01-16 12:00:00,T1008,High CPU,Low
E05053,2026-01-12 06:00:00,T1112,High Latency,Medium
E05054,2026-01-08 06:00:00,T1164,Low Signal,Low
E05055,2026-01-09 06:00:00,T1057,High CPU,Medium
E05056,2026-01-19 00:00:00,T1208,High CPU,Medium
E05057,2026-01-22 18:00:00,T1061,Call Drop,Medium
E05058,2026-01-14 06:00:00,T1279,Call Drop,High
E05059,2026-01-09 18:00:00,T1337,Call Drop,Medium
E05060,2026-01-06 00:00:00,T1086,Connection Failure,High
E05061,2026-01-19 06:00:00,T1393,Call Drop,Medium
E05062,2026-01-25 06:00:00,T1270,High Latency,Low
E05063,2026-01-27 12:00:00,T1409,High CPU,Low
E05064,2026-01-23 18:00:00,T1359,Call Drop,Low
E05065,2026-01-08 12:00:00,T1488,Low Signal,Low
E05066,2026-01-24 00:00:00,T1049,High CPU,Medium
E05067,2026-01-08 12:00:00,T1431,High CPU,High
E05068,2026-01-30 00:00:00,T1122,High CPU,High
E05069,2026-01-06 18:00:00,T1462,Low Signal,Critical
E05070,2026-01-15 18:00:00,T1479,High CPU,Medium
E05071,2026-01-02 18:00:00,T1147,High CPU,High
E05072,2026-01-26 06:00:00,T1320,Packet Loss,High
E05073,2026-01-03 00:00:00,T1256,Connection Failure,Medium
E05074,2026-01-29 18:00:00,T1044,Connection Failure,Medium
E05075,2026-01-01 06:00:00,T1061,Call Drop,Low
E05076,2026-01-30 18:00:00,T1027,Traffic Spike,Low
E05077,2026-01-16 12:00:00,T1033,Call Drop,Low
E05078,2026-01-04 18:00:00,T1133,Low Signal,Medium
E05079,2026-01-09 00:00:00,T1257,High Latency,Medium
E05080,2026-01-25 00:00:00,T1014,Traffic Spike,Low
E05081,2026-01-02 06:00:00,T1122,Low Signal,Low
E05082,2026-01-18 00:00:00,T1422,Call Drop,High
E05083,2026-01-03 06:00:00,T1040,Traffic Spike,Medium
E05084,2026-01-19 06:00:00,T1328,High Latency,Low
E05085,2026-01-18 00:00:00,T1325,High CPU,Low
E05086,2026-01-16 06:00:00,T1393,Call Drop,Low
E05087,2026-01-15 18:00:00,T1330,Call Drop,Low
E05088,2026-01-17 12:00:00,T1038,Connection Failure,Medium
E05089,2026-01-04 12:00:00,T1455,Low Signal,Medium
E05090,2026-01-27 06:00:00,T1381,Packet Loss,High
E05091,2026-01-11 18:00:00,T1483,Call Drop,Low
E05092,2026-01-30 00:00:00,T1022,Call Drop,Medium
E05093,2026-01-23 00:00:00,T1379,High CPU,Low
E05094,2026-01-20 00:00:00,T1344,Traffic Spike,Medium
E05095,2026-01-08 06:00:00,T1114,Traffic Spike,Medium
E05096,2026-01-14 00:00:00,T1177,High CPU,Low
E05097,2026-01-26 18:00:00,T1325,High CPU,High
E05098,2026-01-13 18:00:00,T1069,Connection Failure,Medium
E05099,2026-01-04 18:00:00,T1297,Low Signal,High
E05100,2026-01-19 06:00:00,T1432,Low Signal,Medium
E05101,2026-01-28 18:00:00,T1234,Low Signal,Low
E05102,2026-01-17 18:00:00,T1429,Low Signal,Medium
E05103,2026-01-15 12:00:00,T1181,High CPU,Medium
E05104,2026-01-27 18:00:00,T1190,Connection Failure,Medium
E05105,2026-01-20 18:00:00,T1163,Connection Failure,Low
E05106,2026-01-23 00:00:00,T1109,High Latency,High
E05107,2026-01-02 18:00:00,T1162,High CPU,Low
E05108,2026-01-24 06:00:00,T1335,Traffic Spike,Low
E05109,2026-01-29 06:00:00,T1428,High CPU,Low
E05110,2026-01-25 12:00:00,T1239,Low Signal,Low
E05111,2026-01-24 06:00:00,T1340,Connection Failure,Low
E05112,2026-01-13 12:00:00,T1256,Connection Failure,Low
E05113,2026-01-21 12:00:00,T1125,Call Drop,High
E05114,2026-01-24 12:00:00,T1001,Packet Loss,Low
E05115,2026-01-29 06:00:00,T1235,Packet Loss,Low
E05116,2026-01-01 12:00:00,T1111,High CPU,Medium
E05117,2026-01-18 06:00:00,T1348,Traffic Spike,Medium
E05118,2026-01-29 00:00:00,T1268,Packet Loss,Critical
E05119,2026-01-22 06:00:00,T1397,High CPU,Medium
E05120,2026-01-11 18:00:00,T1177,Connection Failure,Medium
E05121,2026-01-02 06:00:00,T1111,Connection Failure,High
E05122,2026-01-15 00:00:00,T1016,Traffic Spike,Medium
E05123,2026-01-26 00:00:00,T1307,Connection Failure,Low
E05124,2026-01-22 00:00:00,T1350,Call Drop,Medium
E05125,2026-01-25 12:00:00,T1115,Call Drop,Medium
E05126,2026-01-27 18:00:00,T1288,Call Drop,High
E05127,2026-01-01 12:00:00,T1232,High CPU,Medium
E05128,2026-01-04 00:00:00,T1249,Low Signal,Low
E05129,2026-01-06 12:00:00,T1394,High CPU,Medium
E05130,2026-01-27 18:00:00,T1161,Packet Loss,Low
E05131,2026-01-12 00:00:00,T1216,High CPU,Low
E05132,2026-01-30 06:00:00,T1213,Low Signal,Medium
E05133,2026-01-25 18:00:00,T1355,Connection Failure,Low
E05134,2026-01-17 18:00:00,T1005,Packet Loss,Medium
E05135,2026-01-02 00:00:00,T1252,Low Signal,Low
E05136,2026-01-04 12:00:00,T1433,Traffic Spike,High
E05137,2026-01-15 00:00:00,T1217,High Latency,Medium
E05138,2026-01-03 18:00:00,T1317,High Latency,Low
E05139,2026-01-09 12:00:00,T1003,Low Signal,Medium
E05140,2026-01-20 06:00:00,T1410,Low Signal,High
E05141,2026-01-26 00:00:00,T1243,High CPU,High
E05142,2026-01-30 00:00:00,T1281,Packet Loss,Low
E05143,2026-01-04 18:00:00,T1124,High Latency,Low
E05144,2026-01-30 12:00:00,T1097,Connection Failure,Low
E05145,2026-01-21 00:00:00,T1472,Connection Failure,Low
E05146,2026-01-16 12:00:00,T1046,High Latency,Low
E05147,2026-01-12 12:00:00,T1427,Call Drop,Low
E05148,2026-01-06 06:00:00,T1412,Traffic Spike,Low
E05149,2026-01-12 00:00:00,T1174,Connection Failure,Medium
E05150,2026-01-10 00:00:00,T1386,Call Drop,Medium
E05151,2026-01-07 00:00:00,T1207,Low Signal,Low
E05152,2026-01-08 18:00:00,T1102,Low Signal,Low
E05153,2026-01-11 00:00:00,T1204,High Latency,Low
E05154,2026-01-09 06:00:00,T1150,Call Drop,Low
E05155,2026-01-11 00:00:00,T1411,High Latency,Critical
E05156,2026-01-14 12:00:00,T1044,Packet Loss,Low
E05157,2026-01-01 18:00:00,T1236,Low Signal,Low
E05158,2026-01-28 18:00:00,T1218,Connection Failure,Medium
E05159,2026-01-27 06:00:00,T1050,Call Drop,Low
E05160,2026-01-11 06:00:00,T1407,Call Drop,High
E05161,2026-01-18 18:00:00,T1141,Call Drop,Medium
E05162,2026-01-22 12:00:00,T1033,Packet Loss,Low
E05163,2026-01-19 00:00:00,T1012,Low Signal,Low
E05164,2026-01-12 00:00:00,T1493,Traffic Spike,Medium
E05165,2026-01-29 18:00:00,T1020,Packet Loss,Medium
E05166,2026-01-23 12:00:00,T1307,Low Signal,Medium
