customer_id,tower_id,region,plan,monthly_revenue,data_usage_gb,complaint_count
C04289,T1074,East,Basic,299,34.86,2
C04290,T1024,North,Standard,499,15.03,1
C04291,T1366,Central,Premium,799,21.06,4
C04292,T1099,North,Premium,799,16.88,1
C04293,T1345,North,Premium,799,13.57,3
C04294,T1250,North,Standard,499,36.31,1
C04295,T1454,East,Basic,299,28.24,2
C04296,T1178,Central,Unlimited,1199,23.53,1
C04297,T1434,East,Unlimited,1199,21.52,0
C04298,T1240,East,Basic,299,21.47,0
C04299,T1387,East,Unlimited,1199,43.34,0
C04300,T1478,West,Basic,299,35.33,1
C04301,T1347,Central,Unlimited,1199,10.47,1
C04302,T1055,West,Unlimited,1199,22.36,2
C04303,T1186,East,Unlimited,1199,26.25,1
C04304,T1179,North,Unlimited,1199,34.32,1
C04305,T1206,Central,Unlimited,1199,3.97,1
C04306,T1208,East,Premium,799,0.0,0
C04307,T1020,South,Unlimited,1199,20.56,0
C04308,T1268,East,Standard,499,47.33,2
C04309,T1099,North,Premium,799,41.31,0
C04310,T1398,North,Premium,799,29.36,3
C04311,T1008,East,Basic,299,25.41,0
C04312,T1314,North,Premium,799,21.57,1
C04313,T1077,East,Standard,499,14.04,4
C04314,T1479,Central,Premium,799,15.64,0
C04315,T1483,South,Standard,499,20.1,0
C04316,T1345,North,Unlimited,1199,12.39,0
C04317,T1349,Central,Premium,799,13.76,1
C04318,T1100,South,Unlimited,1199,23.87,3
C04319,T1319,East,Standard,499,38.04,2
C04320,T1490,East,Standard,499,27.0,1
C04321,T1065,Central,Basic,299,32.48,0
C04322,T1296,West,Basic,299,8.95,2
C04323,T1389,South,Premium,799,17.05,3
C04324,T1124,East,Basic,299,28.96,0
C04325,T1234,East,Basic,299,26.87,1
C04326,T1185,West,Premium,799,21.85,1
C04327,T1244,North,Standard,499,8.03,1
C04328,T1215,North,Basic,299,30.9,0
C04329,T1390,North,Basic,299,52.79,0
C04330,T1171,Central,Unlimited,1199,18.67,1
C04331,T1403,Central,Basic,299,27.42,0
C04332,T1042,South,Premium,799,29.21,1
C04333,T1019,South,Basic,299,37.31,1
C04334,T1022,Central,Basic,299,36.58,2
C04335,T1203,North,Standard,499,16.78,2
C04336,T1214,South,Basic,299,31.76,2
C04337,T1258,East,Basic,299,15.36,0
C04338,T1068,Central,Unlimited,1199,5.79,0
C04339,T1178,Central,Standard,499,30.06,2
C04340,T1342,Central,Premium,799,38.99,0
C04341,T1432,South,Unlimited,1199,11.97,1
C04342,T1465,North,Premium,799,11.54,0
C04343,T1306,East,Unlimited,1199,23.4,6
C04344,T1470,South,Standard,499,32.46,1
C04345,T1112,North,Premium,799,42.6,2
C04346,T1147,West,Standard,499,41.41,0
C04347,T1183,Central,Unlimited,1199,28.21,3
C04348,T1457,Central,Basic,299,16.4,0
C04349,T1307,West,Standard,499,34.61,0
C04350,T1055,West,Premium,799,6.93,0
C04351,T1292,South,Unlimited,1199,29.95,1
C04352,T1241,West,Basic,299,29.9,0
C04353,T1418,North,Premium,799,29.09,0
C04354,T1196,Central,Standard,499,37.63,3
C04355,T1496,West,Unlimited,1199,41.82,2
C04356,T1324,North,Unlimited,1199,13.72,1
C04357,T1436,South,Premium,799,19.11,4
C04358,T1347,Central,Standard,499,32.33,2
C04359,T1415,North,Standard,499,33.13,1
C04360,T1011,East,Standard,499,32.35,1
C04361,T1046,East,Unlimited,1199,34.12,1
C04362,T1354,East,Standard,499,19.88,4
C04363,T1216,North,Premium,799,32.04,3
C04364,T1398,North,Standard,499,16.02,3
C04365,T1158,West,Unlimited,1199,7.23,1
C04366,T1275,Central,Premium,799,38.49,2
C04367,T1135,Central,Standard,499,20.64,1
C04368,T1368,East,Unlimited,1199,30.86,0
C04369,T1342,Central,Standard,499,12.6,1
C04370,T1148,South,Basic,299,25.76,1
C04371,T1020,South,Basic,299,41.77,2
C04372,T1352,East,Standard,499,14.0,3
C04373,T1010,East,Unlimited,1199,32.75,1
C04374,T1340,North,Basic,299,46.36,0
C04375,T1044,North,Premium,799,38.61,3
C04376,T1341,West,Unlimited,1199,37.19,0
C04377,T1404,West,Basic,299,17.36,5
C04378,T1044,North,Basic,299,8.43,0
C04379,T1286,West,Premium,799,23.54,0
C04380,T1143,Central,Standard,499,45.27,0
C04381,T1421,North,Standard,499,18.1,0
C04382,T1253,East,Basic,299,14.18,0
C04383,T1205,Central,Standard,499,32.46,1
C04384,T1450,South,Standard,499,34.99,2
C04385,T1120,North,Premium,799,49.5,1
C04386,T1460,Central,Unlimited,1199,23.84,3
C04387,T1432,South,Standard,499,4.76,1
C04388,T1195,North,Standard,499,17.69,0
C04389,T1415,North,Basic,299,27.27,0
C04390,T1045,West,Basic,299,23.43,1
C04391,T1029,North,Basic,299,21.73,2
C04392,T1301,North,Basic,299,18.84,3
C04393,T1269,East,Standard,499,41.52,2
C04394,T1033,Central,Unlimited,1199,17.66,1
C04395,T1266,West,Basic,299,19.15,0
C04396,T1372,Central,Basic,299,37.02,3
C04397,T1414,South,Premium,799,17.89,1
C04398,T1437,West,Basic,299,21.84,3
C04399,T1088,South,Standard,499,30.78,1
C04400,T1171,Central,Premium,799,31.94,0
C04401,T1033,Central,Premium,799,21.15,2
C04402,T1278,East,Standard,499,0.0,5
C04403,T1349,Central,Basic,299,27.92,1
C04404,T1318,East,Standard,499,25.16,2
C04405,T1025,North,Premium,799,15.21,0
C04406,T1361,West,Standard,499,38.41,1
C04407,T1324,North,Unlimited,1199,19.9,2
C04408,T1213,Central,Unlimited,1199,39.68,1
C04409,T1045,West,Standard,499,40.18,1
C04410,T1394,East,Unlimited,1199,27.59,1
C04411,T1201,Central,Standard,499,38.16,2
C04412,T1273,North,Basic,299,13.29,6
C04413,T1403,Central,Basic,299,17.02,0
C04414,T1071,West,Standard,499,57.33,2
C04415,T1345,North,Unlimited,1199,12.56,0
C04416,T1266,West,Basic,299,43.26,1
C04417,T1178,Central,Premium,799,25.15,0
C04418,T1399,East,Unlimited,1199,36.32,2
C04419,T1457,Central,Premium,799,25.25,1
C04420,T1393,West,Unlimited,1199,36.6,2
C04421,T1433,Central,Basic,299,18.11,0
C04422,T1446,West,Premium,799,19.04,1
C04423,T1466,South,Standard,499,26.84,0
C04424,T1037,South,Basic,299,24.18,1
C04425,T1178,Central,Standard,499,40.38,1
C04426,T1345,North,Standard,499,6.88,1
C04427,T1004,South,Unlimited,1199,29.37,2
C04428,T1254,South,Standard,499,32.27,1
C04429,T1309,East,Unlimited,1199,42.1,1
C04430,T1316,East,Premium,799,16.95,0
C04431,T1071,West,Basic,299,27.21,0
C04432,T1285,North,Basic,299,1.39,1
C04433,T1382,West,Premium,799,29.43,0
C04434,T1071,West,Unlimited,1199,20.35,0
C04435,T1310,East,Standard,499,24.37,2
C04436,T1242,North,Unlimited,1199,27.74,3
C04437,T1375,Central,Premium,799,11.32,0
C04438,T1331,Central,Basic,299,20.08,2
C04439,T1387,East,Basic,299,31.29,0
C04440,T1207,South,Unlimited,1199,22.27,1
C04441,T1218,North,Unlimited,1199,25.2,1
C04442,T1353,West,Basic,299,39.35,0
C04443,T1260,West,Unlimited,1199,21.21,1
C04444,T1245,Central,Unlimited,1199,27.21,5
C04445,T1336,East,Standard,499,0.0,0
C04446,T1209,East,Standard,499,40.36,0
C04447,T1221,North,Premium,799,24.27,0
C04448,T1012,Central,Basic,299,17.69,1
C04449,T1373,Central,Unlimited,1199,15.08,1
C04450,T1450,South,Standard,499,18.83,0
C04451,T1235,North,Unlimited,1199,14.83,0
C04452,T1088,South,Standard,499,12.07,1
C04453,T1094,Central,Unlimited,1199,21.61,3
C04454,T1221,North,Unlimited,1199,22.72,0
C04455,T1227,North,Basic,299,47.04,0
C04456,T1291,West,Standard,499,33.19,1
C04457,T1229,North,Unlimited,1199,30.47,1
C04458,T1486,West,Unlimited,1199,26.68,0
C04459,T1418,North,Premium,799,32.79,1
C04460,T1086,South,Standard,499,15.0,1
C04461,T1281,South,Basic,299,39.58,2
C04462,T1237,Central,Premium,799,32.77,3
C04463,T1297,Central,Standard,499,34.34,0
C04464,T1413,North,Premium,799,26.19,3
C04465,T1289,Central,Basic,299,19.62,0
C04466,T1069,South,Premium,799,23.69,0
C04467,T1174,East,Unlimited,1199,24.97,2
C04468,T1245,Central,Unlimited,1199,25.51,4
C04469,T1222,Central,Premium,799,23.95,1
C04470,T1498,North,Unlimited,1199,29.39,2
C04471,T1194,Central,Premium,799,37.57,0
C04472,T1012,Central,Standard,499,15.6,1
C04473,T1467,North,Premium,799,20.39,1
C04474,T1491,South,Basic,299,1.27,1
C04475,T1162,North,Basic,299,31.23,3
C04476,T1473,North,Basic,299,32.75,2
C04477,T1470,South,Premium,799,36.19,1
C04478,T1063,South,Unlimited,1199,19.39,0
C04479,T1055,West,Unlimited,1199,28.3,2
C04480,T1168,South,Unlimited,1199,25.57,0
C04481,T1282,North,Standard,499,9.3,0
C04482,T1292,South,Basic,299,27.96,1
C04483,T1488,East,Standard,499,38.74,0
C04484,T1302,Central,Premium,799,25.66,1
C04485,T1444,South,Unlimited,1199,20.89,2
C04486,T1179,North,Basic,299,20.09,0
C04487,T1273,North,Unlimited,1199,34.91,1
C04488,T1331,Central,Basic,299,18.61,2
C04489,T1430,South,Premium,799,27.54,2
C04490,T1269,East,Unlimited,1199,13.83,1
C04491,T1020,South,Basic,299,20.14,3
C04492,T1446,West,Premium,799,24.92,1
C04493,T1396,South,Basic,299,19.3,1
C04494,T1002,South,Standard,499,41.53,1
C04495,T1134,South,Premium,799,21.72,1
C04496,T1304,West,Standard,499,21.84,2
C04497,T1267,East,Unlimited,1199,34.29,1
C04498,T1287,South,Unlimited,1199,23.22,2
C04499,T1178,Central,Unlimited,1199,14.46,0
C04500,T1025,North,Standard,499,40.37,1
C04501,T1328,West,Basic,299,28.44,1
C04502,T1396,South,Standard,499,29.51,2
C04503,T1301,North,Standard,499,35.77,3
C04504,T1009,East,Basic,299,21.39,1
C04505,T1052,West,Standard,499,30.86,0
C04506,T1174,East,Basic,299,15.25,0
C04507,T1032,East,Unlimited,1199,21.17,1
C04508,T1427,Central,Basic,299,24.62,1
C04509,T1252,North,Premium,799,22.15,1
C04510,T1087,East,Basic,299,17.57,1
C04511,T1205,Central,Premium,799,21.34,4
C04512,T1092,West,Standard,499,26.12,2
C04513,T1116,East,Standard,499,19.7,0
C04514,T1208,East,Standard,499,20.12,0
C04515,T1420,Central,Basic,299,25.33,3
C04516,T1324,North,Basic,299,11.22,5
C04517,T1196,Central,Standard,499,25.69,2
C04518,T1453,Central,Basic,299,37.18,0
C04519,T1006,Central,Unlimited,1199,20.64,4
C04520,T1327,East,Standard,499,30.32,1
C04521,T1010,East,Standard,499,25.1,1
C04522,T1415,North,Premium,799,14.94,1
C04523,T1402,East,Standard,499,20.75,1
C04524,T1463,South,Unlimited,1199,44.49,2
C04525,T1333,North,Unlimited,1199,11.67,0
C04526,T1071,West,Premium,799,22.19,0
C04527,T1359,South,Unlimited,1199,31.89,2
C04528,T1186,East,Standard,499,26.64,0
C04529,T1240,East,Premium,799,23.06,1
C04530,T1012,Central,Premium,799,11.99,0
C04531,T1253,East,Basic,299,17.83,1
C04532,T1413,North,Premium,799,25.93,2
C04533,T1156,Central,Unlimited,1199,23.52,1
C04534,T1484,North,Premium,799,21.43,0
C04535,T1461,Central,Unlimited,1199,43.69,2
C04536,T1347,Central,Unlimited,1199,26.69,1
C04537,T1130,South,Basic,299,29.78,1
C04538,T1368,East,Unlimited,1199,17.09,2
C04539,T1277,North,Unlimited,1199,11.79,2
C04540,T1403,Central,Standard,499,14.58,0
C04541,T1185,West,Premium,799,14.06,0
C04542,T1129,West,Premium,799,38.52,3
C04543,T1130,South,Premium,799,18.77,0
C04544,T1370,West,Basic,299,33.64,2
C04545,T1143,Central,Unlimited,1199,27.6,0
C04546,T1335,Central,Unlimited,1199,24.6,0
C04547,T1458,North,Unlimited,1199,26.53,0
C04548,T1181,West,Standard,499,38.0,1
C04549,T1341,West,Premium,799,17.07,0
C04550,T1259,Central,Standard,499,6.78,3
C04551,T1287,South,Standard,499,19.59,2
C04552,T1338,West,Premium,799,15.09,1
C04553,T1335,Central,Unlimited,1199,17.82,1
C04554,T1322,East,Standard,499,26.46,2
C04555,T1437,West,Unlimited,1199,26.86,0
C04556,T1426,North,Unlimited,1199,29.7,1
C04557,T1110,East,Unlimited,1199,8.63,1
C04558,T1200,East,Premium,799,22.04,1
C04559,T1265,South,Premium,799,31.66,1
C04560,T1123,East,Standard,499,30.2,2
C04561,T1440,West,Unlimited,1199,35.17,3
C04562,T1242,North,Premium,799,15.69,1
C04563,T1268,East,Unlimited,1199,15.15,2
C04564,T1002,South,Premium,799,19.61,0
C04565,T1124,East,Standard,499,28.31,2
C04566,T1395,Central,Unlimited,1199,37.06,1
C04567,T1394,East,Standard,499,31.46,3
C04568,T1336,East,Premium,799,39.73,1
C04569,T1153,West,Standard,499,16.83,1
C04570,T1446,West,Unlimited,1199,30.5,1
C04571,T1305,Central,Premium,799,21.17,0
C04572,T1443,East,Basic,299,33.99,0
C04573,T1182,West,Basic,299,12.49,0
C04574,T1390,North,Premium,799,28.43,1
C04575,T1163,Central,Basic,299,10.0,3
C04576,T1184,South,Basic,299,20.47,8
C04577,T1089,Central,Premium,799,7.04,2
C04578,T1205,Central,Unlimited,1199,15.91,3
C04579,T1375,Central,Basic,299,17.63,1
C04580,T1026,South,Unlimited,1199,14.55,1
C04581,T1100,South,Premium,799,16.59,1
C04582,T1088,South,Standard,499,12.74,0
C04583,T1290,South,Basic,299,34.79,1
C04584,T1356,West,Unlimited,1199,13.07,1
C04585,T1228,West,Standard,499,23.55,1
C04586,T1468,North,Unlimited,1199,29.75,0
C04587,T1464,South,Standard,499,15.6,0
C04588,T1432,South,Premium,799,44.65,2
C04589,T1138,South,Premium,799,13.45,0
C04590,T1341,West,Basic,299,40.87,2
C04591,T1123,East,Basic,299,39.22,3
C04592,T1215,North,Standard,499,35.32,0
C04593,T1171,Central,Premium,799,16.73,1
C04594,T1056,South,Premium,799,21.44,4
C04595,T1019,South,Standard,499,28.76,1
C04596,T1352,East,Basic,299,44.13,0
C04597,T1153,West,Premium,799,30.55,1
C04598,T1011,East,Standard,499,26.45,0
C04599,T1491,South,Basic,299,8.76,0
C04600,T1159,North,Standard,499,25.5,0
C04601,T1175,East,Standard,499,27.66,1
C04602,T1452,West,Basic,299,20.35,1
C04603,T1071,West,Unlimited,1199,29.97,3
C04604,T1305,Central,Premium,799,21.07,4
C04605,T1395,Central,Standard,499,33.19,1
C04606,T1422,East,Standard,499,17.8,1
C04607,T1384,East,Unlimited,1199,18.81,1
C04608,T1317,East,Premium,799,26.16,1
C04609,T1096,West,Basic,299,29.51,2
C04610,T1408,South,Basic,299,39.74,1
C04611,T1057,East,Standard,499,20.98,2
C04612,T1122,Central,Premium,799,40.45,0
C04613,T1294,Central,Basic,299,15.39,2
C04614,T1140,East,Standard,499,15.51,3
C04615,T1205,Central,Premium,799,26.49,2
C04616,T1453,Central,Unlimited,1199,17.88,0
C04617,T1418,North,Premium,799,28.11,0
C04618,T1076,Central,Unlimited,1199,13.74,1
C04619,T1430,South,Unlimited,1199,9.45,2
C04620,T1463,South,Standard,499,37.44,1
C04621,T1412,South,Premium,799,22.28,1
C04622,T1056,South,Basic,299,19.07,1
C04623,T1268,East,Premium,799,13.62,2
C04624,T1253,East,Standard,499,19.57,1
C04625,T1270,North,Standard,499,32.87,1
C04626,T1283,West,Premium,799,9.24,1
C04627,T1178,Central,Premium,799,29.17,1
C04628,T1175,East,Basic,299,29.54,2
C04629,T1132,East,Unlimited,1199,17.96,1
C04630,T1020,South,Basic,299,23.6,3
C04631,T1299,South,Standard,499,26.67,0
C04632,T1165,East,Basic,299,15.87,0
C04633,T1040,North,Unlimited,1199,16.62,1
C04634,T1340,North,Premium,799,41.28,3
C04635,T1176,South,Premium,799,31.96,0
C04636,T1160,South,Standard,499,26.9,1
C04637,T1352,East,Unlimited,1199,13.28,2
C04638,T1357,North,Basic,299,20.5,1
C04639,T1472,South,Unlimited,1199,28.45,2
C04640,T1242,North,Standard,499,39.34,1
C04641,T1278,East,Basic,299,18.22,7
C04642,T1233,West,Standard,499,19.72,1
C04643,T1126,West,Unlimited,1199,24.79,1
C04644,T1128,North,Unlimited,1199,17.47,0
C04645,T1048,Central,Standard,499,25.63,2
C04646,T1433,Central,Basic,299,32.8,0
C04647,T1341,West,Premium,799,23.3,0
C04648,T1425,Central,Unlimited,1199,21.98,2
C04649,T1191,Central,Unlimited,1199,27.49,2
C04650,T1368,East,Standard,499,19.95,3
C04651,T1389,South,Unlimited,1199,19.64,0
C04652,T1131,East,Basic,299,24.22,2
C04653,T1088,South,Unlimited,1199,14.4,0
C04654,T1014,South,Premium,799,14.92,1
C04655,T1269,East,Basic,299,25.11,0
C04656,T1261,North,Unlimited,1199,21.86,2
C04657,T1200,East,Standard,499,22.5,0
C04658,T1007,North,Basic,299,25.52,0
C04659,T1217,North,Standard,499,14.89,2
C04660,T1042,South,Unlimited,1199,31.86,1
C04661,T1123,East,Basic,299,19.1,3
C04662,T1472,South,Premium,799,16.18,1
C04663,T1223,South,Unlimited,1199,31.92,1
C04664,T1481,West,Basic,299,18.62,0
C04665,T1159,North,Premium,799,19.98,2
C04666,T1016,East,Premium,799,24.72,3
C04667,T1369,West,Standard,499,20.35,2
C04668,T1469,Central,Standard,499,26.78,2
C04669,T1468,North,Unlimited,1199,36.33,1
C04670,T1225,Central,Standard,499,17.04,1
C04671,T1346,South,Basic,299,26.56,2
C04672,T1485,Central,Standard,499,46.1,0
C04673,T1487,Central,Standard,499,33.2,2
C04674,T1143,Central,Standard,499,9.54,0
C04675,T1423,West,Basic,299,19.69,1
C04676,T1157,Central,Premium,799,13.49,0
C04677,T1435,South,Basic,299,16.58,1
C04678,T1336,East,Premium,799,5.84,1
C04679,T1332,South,Standard,499,20.1,2
C04680,T1029,North,Standard,499,29.54,0
C04681,T1189,West,Standard,499,24.03,2
C04682,T1205,Central,Premium,799,31.24,7
C04683,T1023,East,Standard,499,29.93,1
C04684,T1283,West,Standard,499,43.64,0
C04685,T1402,East,Standard,499,28.74,0
C04686,T1054,West,Standard,499,12.29,2
C04687,T1130,South,Standard,499,0.95,1
C04688,T1241,West,Premium,799,45.78,3
C04689,T1392,North,Premium,799,29.66,1
C04690,T1226,Central,Unlimited,1199,34.08,1
C04691,T1238,North,Standard,499,22.66,1
C04692,T1310,East,Basic,299,41.85,0
C04693,T1056,South,Premium,799,36.04,0
C04694,T1149,North,Basic,299,23.53,1
C04695,T1383,Central,Premium,799,34.15,2
C04696,T1321,East,Premium,799,27.49,1
C04697,T1099,North,Basic,299,31.71,1
C04698,T1266,West,Standard,499,18.49,1
C04699,T1331,Central,Premium,799,17.71,0
C04700,T1127,Central,Unlimited,1199,24.92,3
C04701,T1452,West,Premium,799,16.17,0
C04702,T1115,North,Basic,299,38.33,1
C04703,T1453,Central,Basic,299,34.16,1
C04704,T1351,East,Standard,499,0.0,1
C04705,T1340,North,Unlimited,1199,23.74,0
C04706,T1247,Central,Basic,299,20.46,0
C04707,T1347,Central,Basic,299,20.5,3
C04708,T1164,Central,Basic,299,23.48,1
C04709,T1208,East,Standard,499,21.93,2
C04710,T1349,Central,Basic,299,24.87,1
C04711,T1485,Central,Unlimited,1199,23.97,0
C04712,T1309,East,Standard,499,13.08,0
C04713,T1199,West,Premium,799,28.24,0
C04714,T1414,South,Basic,299,37.3,1
C04715,T1465,North,Unlimited,1199,21.73,3
C04716,T1109,East,Standard,499,40.98,0
C04717,T1260,West,Basic,299,39.59,1
C04718,T1431,Central,Unlimited,1199,19.38,3
C04719,T1072,East,Basic,299,40.55,0
C04720,T1380,West,Basic,299,34.32,3
C04721,T1374,North,Unlimited,1199,30.74,0
C04722,T1117,Central,Standard,499,27.43,1
C04723,T1080,Central,Basic,299,9.46,1
C04724,T1303,North,Standard,499,33.51,2
C04725,T1203,North,Basic,299,20.07,1
C04726,T1402,East,Premium,799,30.79,0
C04727,T1226,Central,Standard,499,8.13,0
C04728,T1347,Central,Unlimited,1199,17.87,0
C04729,T1222,Central,Unlimited,1199,9.13,2
C04730,T1058,Central,Basic,299,6.31,0
C04731,T1183,Central,Standard,499,35.41,2
C04732,T1289,Central,Unlimited,1199,42.36,0
C04733,T1249,Central,Basic,299,18.93,2
C04734,T1226,Central,Premium,799,45.41,1
C04735,T1177,West,Basic,299,32.29,1
C04736,T1191,Central,Standard,499,30.73,1
C04737,T1028,East,Premium,799,27.04,2
C04738,T1140,East,Premium,799,32.11,0
C04739,T1026,South,Basic,299,28.28,1
C04740,T1414,South,Standard,499,16.83,0
C04741,T1003,Central,Standard,499,13.81,0
C04742,T1397,West,Unlimited,1199,5.19,4
C04743,T1380,West,Standard,499,21.62,1
C04744,T1286,West,Unlimited,1199,25.58,0
C04745,T1284,East,Basic,299,9.52,1
C04746,T1454,East,Standard,499,14.45,1
C04747,T1381,East,Premium,799,35.86,1
C04748,T1326,North,Premium,799,16.91,1
C04749,T1450,South,Basic,299,29.77,3
C04750,T1087,East,Premium,799,21.73,0
C04751,T1257,Central,Unlimited,1199,32.07,1
C04752,T1231,West,Unlimited,1199,30.67,1
C04753,T1024,North,Standard,499,27.62,1
C04754,T1332,South,Basic,299,7.4,1
C04755,T1139,West,Basic,299,21.26,3
C04756,T1309,East,Standard,499,27.44,0
C04757,T1139,West,Unlimited,1199,14.88,1
C04758,T1350,Central,Unlimited,1199,37.79,2
C04759,T1347,Central,Premium,799,20.33,2
C04760,T1152,Central,Basic,299,22.86,1
C04761,T1274,North,Standard,499,54.92,2
C04762,T1122,Central,Unlimited,1199,36.73,0
C04763,T1277,North,Basic,299,34.73,1
C04764,T1022,Central,Basic,299,6.98,1
C04765,T1454,East,Standard,499,9.96,2
C04766,T1425,Central,Standard,499,10.81,1
C04767,T1228,West,Standard,499,25.28,0
C04768,T1036,Central,Basic,299,18.43,1
C04769,T1446,West,Premium,799,30.43,0
C04770,T1051,Central,Standard,499,37.04,1
C04771,T1125,West,Premium,799,16.28,0
C04772,T1192,East,Basic,299,32.28,0
C04773,T1051,Central,Premium,799,23.73,1
C04774,T1081,Central,Standard,499,8.38,1
C04775,T1001,North,Basic,299,19.93,2
C04776,T1120,North,Standard,499,32.35,1
C04777,T1185,West,Standard,499,30.06,1
C04778,T1088,South,Basic,299,12.75,0
C04779,T1394,East,Standard,499,16.31,0
C04780,T1350,Central,Basic,299,24.84,0
C04781,T1451,South,Unlimited,1199,19.28,1
C04782,T1267,East,Basic,299,25.54,1
C04783,T1370,West,Unlimited,1199,21.16,1
C04784,T1113,South,Unlimited,1199,21.38,1
C04785,T1430,South,Basic,299,36.37,3
C04786,T1121,South,Basic,299,30.82,2
C04787,T1332,South,Unlimited,1199,16.61,2
C04788,T1125,West,Unlimited,1199,19.73,1
C04789,T1307,West,Basic,299,12.09,1
C04790,T1238,North,Premium,799,26.93,1
C04791,T1331,Central,Unlimited,1199,17.16,1
C04792,T1219,South,Unlimited,1199,10.54,3
C04793,T1094,Central,Basic,299,30.4,0
C04794,T1021,West,Basic,299,27.57,1
C04795,T1181,West,Standard,499,15.27,2
C04796,T1041,South,Premium,799,25.72,2
C04797,T1357,North,Basic,299,36.56,1
C04798,T1399,East,Basic,299,35.13,0
C04799,T1494,West,Unlimited,1199,19.59,0
C04800,T1467,North,Basic,299,32.33,0
C04801,T1233,West,Basic,299,25.83,1
C04802,T1222,Central,Standard,499,27.48,1
C04803,T1137,South,Premium,799,11.38,0
C04804,T1446,West,Basic,299,15.24,0
C04805,T1406,East,Premium,799,7.71,4
C04806,T1053,South,Standard,499,14.89,0
C04807,T1110,East,Unlimited,1199,34.53,0
C04808,T1003,Central,Premium,799,43.71,0
C04809,T1041,South,Basic,299,26.59,0
C04810,T1451,South,Basic,299,40.7,1
C04811,T1318,East,Premium,799,12.72,1
C04812,T1408,South,Premium,799,29.56,2
C04813,T1185,West,Premium,799,27.08,0
C04814,T1478,West,Premium,799,23.92,2
C04815,T1215,North,Unlimited,1199,14.47,3
C04816,T1072,East,Unlimited,1199,13.13,2
C04817,T1176,South,Premium,799,22.66,2
C04818,T1199,West,Basic,299,31.37,0
C04819,T1307,West,Standard,499,44.33,1
C04820,T1232,South,Unlimited,1199,5.92,0
C04821,T1255,Central,Basic,299,24.49,3
C04822,T1120,North,Unlimited,1199,31.76,2
C04823,T1228,West,Basic,299,30.58,0
C04824,T1352,East,Unlimited,1199,30.33,2
C04825,T1384,East,Standard,499,23.94,2
C04826,T1433,Central,Unlimited,1199,42.35,0
C04827,T1123,East,Premium,799,37.55,6
C04828,T1054,West,Standard,499,18.12,0
C04829,T1379,South,Unlimited,1199,32.26,1
C04830,T1391,South,Unlimited,1199,22.58,2
C04831,T1472,South,Unlimited,1199,23.0,7
C04832,T1112,North,Basic,299,14.73,2
C04833,T1190,East,Premium,799,28.02,2
C04834,T1253,East,Standard,499,44.01,0
C04835,T1234,East,Basic,299,9.48,0
C04836,T1100,South,Unlimited,1199,32.65,2
C04837,T1382,West,Premium,799,27.08,1
C04838,T1421,North,Basic,299,32.48,2
C04839,T1084,East,Standard,499,34.09,3
C04840,T1111,East,Premium,799,34.1,1
C04841,T1341,West,Unlimited,1199,40.81,1
C04842,T1492,East,Basic,299,22.89,1
C04843,T1154,Central,Premium,799,1.47,0
C04844,T1403,Central,Unlimited,1199,20.34,1
C04845,T1453,Central,Unlimited,1199,21.17,2
C04846,T1090,South,Unlimited,1199,15.16,0
C04847,T1217,North,Standard,499,32.04,1
C04848,T1372,Central,Standard,499,28.77,2
C04849,T1000,North,Premium,799,24.81,1
C04850,T1487,Central,Basic,299,20.5,2
C04851,T1036,Central,Unlimited,1199,36.82,1
C04852,T1213,Central,Basic,299,19.4,1
C04853,T1350,Central,Premium,799,18.85,2
C04854,T1089,Central,Basic,299,5.31,0
C04855,T1191,Central,Standard,499,33.27,1
C04856,T1151,East,Standard,499,24.29,0
C04857,T1057,East,Unlimited,1199,5.03,1
C04858,T1272,East,Unlimited,1199,22.41,0
C04859,T1106,West,Unlimited,1199,33.62,0
C04860,T1134,South,Unlimited,1199,23.93,0
C04861,T1013,West,Premium,799,4.38,1
C04862,T1198,South,Premium,799,21.81,2
C04863,T1193,South,Unlimited,1199,14.22,5
C04864,T1261,North,Unlimited,1199,32.28,1
C04865,T1474,Central,Basic,299,14.56,1
C04866,T1110,East,Unlimited,1199,21.63,0
C04867,T1282,North,Standard,499,29.37,0
C04868,T1001,North,Basic,299,40.51,0
C04869,T1142,North,Standard,499,24.3,1
C04870,T1249,Central,Standard,499,19.34,0
C04871,T1205,Central,Standard,499,3.61,2
C04872,T1391,South,Premium,799,30.26,0
C04873,T1295,West,Standard,499,23.47,0
C04874,T1382,West,Standard,499,15.11,2
C04875,T1399,East,Basic,299,23.75,1
C04876,T1338,West,Standard,499,29.74,0
C04877,T1247,Central,Basic,299,16.71,0
C04878,T1196,Central,Premium,799,10.01,1
C04879,T1306,East,Standard,499,32.29,3
C04880,T1032,East,Basic,299,36.18,0
C04881,T1464,South,Premium,799,34.31,2
C04882,T1025,North,Unlimited,1199,5.26,1
C04883,T1380,West,Standard,499,26.5,2
C04884,T1296,West,Basic,299,19.76,1
C04885,T1041,South,Unlimited,1199,22.08,1
C04886,T1087,East,Standard,499,13.91,0
C04887,T1262,East,Standard,499,34.35,2
C04888,T1143,Central,Unlimited,1199,18.16,2
C04889,T1063,South,Standard,499,23.13,0
C04890,T1010,East,Basic,299,25.9,1
C04891,T1274,North,Basic,299,25.15,1
C04892,T1228,West,Unlimited,1199,18.79,2
C04893,T1333,North,Basic,299,30.27,1
C04894,T1434,East,Unlimited,1199,22.96,0
