fault_id,tower_id,timestamp,fault_type,severity,duration_minutes,resolved
F01512,T1494,2026-01-22 06:00:00,Radio Degradation,Critical,30,True
F01513,T1055,2026-01-06 12:00:00,Backhaul Failure,Low,26,True
F01514,T1336,2026-01-15 00:00:00,Network Congestion,Low,15,True
F01515,T1224,2026-01-16 12:00:00,Hardware Failure,Medium,28,True
F01516,T1176,2026-01-02 12:00:00,Network Congestion,Low,110,True
F01517,T1366,2026-01-22 06:00:00,Hardware Failure,Medium,175,True
F01518,T1050,2026-01-07 18:00:00,Radio Degradation,High,59,True
F01519,T1306,2026-01-16 12:00:00,Network Congestion,High,72,True
F01520,T1407,2026-01-13 00:00:00,Power Issue,High,39,True
F01521,T1129,2026-01-19 18:00:00,Configuration Error,High,13,True
F01522,T1085,2026-01-22 06:00:00,Power Issue,Low,16,True
F01523,T1077,2026-01-10 00:00:00,Power Issue,Medium,9,True
F01524,T1191,2026-01-06 18:00:00,Backhaul Failure,Low,38,True
F01525,T1113,2026-01-11 12:00:00,Backhaul Failure,Low,12,True
F01526,T1237,2026-01-15 00:00:00,Radio Degradation,Low,78,True
F01527,T1395,2026-01-25 06:00:00,Radio Degradation,High,114,True
F01528,T1304,2026-01-17 12:00:00,Network Congestion,Medium,10,True
F01529,T1385,2026-01-02 18:00:00,Network Congestion,Medium,97,True
F01530,T1212,2026-01-28 18:00:00,Hardware Failure,Low,5,True
F01531,T1178,2026-01-04 12:00:00,Radio Degradation,Low,37,True
F01532,T1175,2026-01-23 12:00:00,Hardware Failure,Low,17,True
F01533,T1233,2026-01-24 00:00:00,Configuration Error,Low,74,True
F01534,T1495,2026-01-16 06:00:00,Network Congestion,High,13,True
F01535,T1347,2026-01-10 12:00:00,Configuration Error,Critical,51,True
F01536,T1265,2026-01-20 06:00:00,Hardware Failure,Low,92,True
F01537,T1214,2026-01-17 00:00:00,Network Congestion,Low,23,True
F01538,T1366,2026-01-15 18:00:00,Hardware Failure,High,66,True
F01539,T1175,2026-01-06 06:00:00,Radio Degradation,Low,35,True
F01540,T1018,2026-01-28 00:00:00,Backhaul Failure,Low,5,True
F01541,T1285,2026-01-27 06:00:00,Network Congestion,Medium,5,True
F01542,T1256,2026-01-16 18:00:00,Power Issue,Low,71,True
F01543,T1404,2026-01-16 12:00:00,Configuration Error,Low,37,True
F01544,T1216,2026-01-15 18:00:00,Backhaul Failure,Low,57,True
F01545,T1214,2026-01-19 18:00:00,Hardware Failure,Medium,5,True
F01546,T1178,2026-01-29 18:00:00,Hardware Failure,High,68,True
F01547,T1085,2026-01-15 18:00:00,Power Issue,Low,14,True
F01548,T1366,2026-01-28 06:00:00,Power Issue,High,112,True
F01549,T1233,2026-01-03 06:00:00,Configuration Error,Low,40,True
F01550,T1205,2026-01-11 18:00:00,Configuration Error,High,5,True
F01551,T1212,2026-01-22 12:00:00,Backhaul Failure,Low,13,True
F01552,T1175,2026-01-13 18:00:00,Radio Degradation,Medium,19,True
F01553,T1366,2026-01-25 12:00:00,Network Congestion,Medium,23,True
F01554,T1304,2026-01-12 18:00:00,Hardware Failure,Low,15,True
F01555,T1425,2026-01-08 00:00:00,Configuration Error,Low,17,False
F01556,T1228,2026-01-11 06:00:00,Configuration Error,High,119,True
F01557,T1129,2026-01-24 18:00:00,Backhaul Failure,High,99,True
F01558,T1022,2026-01-04 00:00:00,Configuration Error,Low,69,True
F01559,T1005,2026-01-21 00:00:00,Network Congestion,Low,183,True
F01560,T1243,2026-01-05 06:00:00,Network Congestion,Low,78,True
F01561,T1054,2026-01-08 06:00:00,Configuration Error,Low,16,True
F01562,T1169,2026-01-03 00:00:00,Configuration Error,Critical,15,True
F01563,T1306,2026-01-26 06:00:00,Hardware Failure,Low,76,True
F01564,T1191,2026-01-28 00:00:00,Power Issue,Low,134,True
F01565,T1050,2026-01-21 18:00:00,Network Congestion,High,42,True
F01566,T1228,2026-01-17 12:00:00,Power Issue,Medium,22,True
F01567,T1085,2026-01-26 00:00:00,Backhaul Failure,Medium,70,True
F01568,T1105,2026-01-19 00:00:00,Network Congestion,High,25,True
F01569,T1214,2026-01-16 06:00:00,Hardware Failure,Medium,15,True
F01570,T1220,2026-01-27 12:00:00,Power Issue,Low,49,True
F01571,T1425,2026-01-10 00:00:00,Radio Degradation,Medium,37,True
F01572,T1298,2026-01-17 12:00:00,Backhaul Failure,Medium,35,True
F01573,T1472,2026-01-19 18:00:00,Power Issue,Medium,13,True
F01574,T1200,2026-01-09 06:00:00,Power Issue,High,22,True
F01575,T1181,2026-01-18 12:00:00,Configuration Error,High,120,True
F01576,T1059,2026-01-03 00:00:00,Power Issue,Critical,5,False
F01577,T1127,2026-01-24 00:00:00,Radio Degradation,Medium,54,True
F01578,T1401,2026-01-02 00:00:00,Hardware Failure,Medium,101,True
F01579,T1492,2026-01-14 18:00:00,Power Issue,High,85,True
F01580,T1288,2026-01-01 00:00:00,Hardware Failure,High,81,True
F01581,T1049,2026-01-20 18:00:00,Configuration Error,Medium,111,True
F01582,T1175,2026-01-02 18:00:00,Backhaul Failure,Medium,67,True
F01583,T1407,2026-01-18 06:00:00,Hardware Failure,Medium,176,True
F01584,T1132,2026-01-12 06:00:00,Power Issue,Medium,282,True
F01585,T1288,2026-01-03 00:00:00,Network Congestion,Medium,48,True
F01586,T1049,2026-01-19 00:00:00,Hardware Failure,High,181,True
F01587,T1229,2026-01-03 00:00:00,Network Congestion,Medium,35,True
F01588,T1356,2026-01-12 06:00:00,Power Issue,Low,6,True
F01589,T1340,2026-01-04 00:00:00,Hardware Failure,Low,34,True
F01590,T1059,2026-01-23 12:00:00,Network Congestion,Medium,13,True
F01591,T1373,2026-01-25 12:00:00,Configuration Error,Low,71,True
F01592,T1356,2026-01-23 00:00:00,Hardware Failure,Low,187,True
F01593,T1313,2026-01-16 12:00:00,Hardware Failure,Low,32,True
F01594,T1294,2026-01-08 12:00:00,Configuration Error,Medium,129,True
F01595,T1401,2026-01-27 06:00:00,Hardware Failure,Critical,298,True
F01596,T1178,2026-01-25 18:00:00,Hardware Failure,Low,132,True
F01597,T1415,2026-01-09 18:00:00,Power Issue,High,143,True
F01598,T1352,2026-01-28 18:00:00,Backhaul Failure,Low,73,True
F01599,T1018,2026-01-02 06:00:00,Network Congestion,Low,103,True
F01600,T1049,2026-01-02 12:00:00,Hardware Failure,Medium,47,True
F01601,T1297,2026-01-30 12:00:00,Power Issue,High,43,True
F01602,T1369,2026-01-01 12:00:00,Configuration Error,High,5,True
F01603,T1407,2026-01-26 00:00:00,Hardware Failure,Medium,61,False
F01604,T1273,2026-01-10 18:00:00,Backhaul Failure,Medium,199,True
F01605,T1294,2026-01-09 06:00:00,Backhaul Failure,Medium,10,False
F01606,T1326,2026-01-05 00:00:00,Power Issue,High,81,False
F01607,T1445,2026-01-08 12:00:00,Power Issue,Medium,51,True
F01608,T1352,2026-01-12 12:00:00,Configuration Error,Low,50,True
F01609,T1005,2026-01-01 00:00:00,Power Issue,Medium,57,True
F01610,T1261,2026-01-28 06:00:00,Backhaul Failure,Medium,116,True
F01611,T1494,2026-01-02 12:00:00,Backhaul Failure,Medium,78,True
F01612,T1237,2026-01-02 00:00:00,Power Issue,High,126,True
F01613,T1331,2026-01-15 06:00:00,Power Issue,High,172,True
F01614,T1059,2026-01-05 06:00:00,Configuration Error,Low,56,True
F01615,T1178,2026-01-02 06:00:00,Hardware Failure,Medium,21,True
F01616,T1366,2026-01-28 18:00:00,Radio Degradation,Low,111,True
F01617,T1288,2026-01-02 12:00:00,Power Issue,Low,29,True
F01618,T1193,2026-01-18 00:00:00,Radio Degradation,Low,10,True
F01619,T1366,2026-01-15 00:00:00,Radio Degradation,Low,5,True
F01620,T1245,2026-01-12 18:00:00,Hardware Failure,Medium,39,True
F01621,T1285,2026-01-01 12:00:00,Radio Degradation,High,26,True
F01622,T1237,2026-01-29 12:00:00,Backhaul Failure,High,19,True
F01623,T1297,2026-01-06 12:00:00,Hardware Failure,Low,5,True
F01624,T1404,2026-01-01 00:00:00,Radio Degradation,Low,5,True
F01625,T1204,2026-01-25 12:00:00,Network Congestion,Low,41,True
F01626,T1340,2026-01-24 06:00:00,Backhaul Failure,High,10,True
F01627,T1105,2026-01-30 06:00:00,Radio Degradation,Medium,191,True
F01628,T1330,2026-01-24 18:00:00,Radio Degradation,Medium,22,True
F01629,T1353,2026-01-26 00:00:00,Radio Degradation,Medium,209,True
F01630,T1018,2026-01-11 12:00:00,Network Congestion,High,65,True
F01631,T1037,2026-01-11 06:00:00,Power Issue,Low,146,True
F01632,T1472,2026-01-23 06:00:00,Backhaul Failure,Medium,131,True
F01633,T1373,2026-01-03 12:00:00,Radio Degradation,Medium,5,False
F01634,T1178,2026-01-16 06:00:00,Backhaul Failure,High,20,True
F01635,T1468,2026-01-30 06:00:00,Backhaul Failure,Medium,19,True
F01636,T1005,2026-01-09 12:00:00,Power Issue,Low,9,True
F01637,T1200,2026-01-17 06:00:00,Radio Degradation,Medium,23,True
F01638,T1256,2026-01-29 06:00:00,Backhaul Failure,Low,72,True
F01639,T1261,2026-01-25 18:00:00,Configuration Error,Low,71,True
F01640,T1072,2026-01-01 06:00:00,Hardware Failure,Low,5,True
F01641,T1184,2026-01-29 18:00:00,Power Issue,Low,20,True
F01642,T1326,2026-01-23 12:00:00,Hardware Failure,Low,103,True
F01643,T1078,2026-01-19 00:00:00,Configuration Error,Low,47,True
F01644,T1193,2026-01-15 18:00:00,Configuration Error,Medium,42,True
F01645,T1385,2026-01-25 18:00:00,Configuration Error,Low,7,True
F01646,T1404,2026-01-30 00:00:00,Network Congestion,High,22,True
F01647,T1132,2026-01-22 18:00:00,Backhaul Failure,Low,36,True
F01648,T1401,2026-01-19 12:00:00,Hardware Failure,Low,5,True
F01649,T1224,2026-01-19 18:00:00,Power Issue,Low,48,True
F01650,T1129,2026-01-05 00:00:00,Configuration Error,High,226,True
F01651,T1072,2026-01-17 12:00:00,Radio Degradation,High,94,True
F01652,T1492,2026-01-10 06:00:00,Hardware Failure,Low,154,True
F01653,T1220,2026-01-29 06:00:00,Power Issue,High,24,True
F01654,T1005,2026-01-25 00:00:00,Network Congestion,Medium,88,True
F01655,T1181,2026-01-18 06:00:00,Hardware Failure,Medium,23,True
F01656,T1191,2026-01-18 06:00:00,Hardware Failure,Medium,74,True
F01657,T1132,2026-01-07 12:00:00,Radio Degradation,Medium,61,True
F01658,T1468,2026-01-27 18:00:00,Power Issue,High,121,True
F01659,T1214,2026-01-15 18:00:00,Backhaul Failure,Low,43,True
F01660,T1352,2026-01-24 00:00:00,Power Issue,High,26,True
F01661,T1220,2026-01-24 00:00:00,Power Issue,Low,54,True
F01662,T1266,2026-01-21 00:00:00,Configuration Error,Medium,84,True
F01663,T1306,2026-01-14 00:00:00,Configuration Error,High,85,True
F01664,T1481,2026-01-22 00:00:00,Configuration Error,Medium,36,True
F01665,T1404,2026-01-13 06:00:00,Configuration Error,Low,48,True
F01666,T1265,2026-01-27 06:00:00,Configuration Error,Medium,17,True
F01667,T1359,2026-01-29 00:00:00,Radio Degradation,High,6,True
F01668,T1176,2026-01-14 00:00:00,Backhaul Failure,Medium,108,True
F01669,T1129,2026-01-02 18:00:00,Configuration Error,Low,8,True
F01670,T1304,2026-01-08 12:00:00,Backhaul Failure,Medium,41,False
F01671,T1077,2026-01-27 06:00:00,Power Issue,Medium,17,True
F01672,T1301,2026-01-13 12:00:00,Radio Degradation,Medium,54,True
F01673,T1472,2026-01-29 12:00:00,Backhaul Failure,Critical,95,True
F01674,T1340,2026-01-14 00:00:00,Network Congestion,Medium,5,True
F01675,T1472,2026-01-12 18:00:00,Configuration Error,Low,30,True
F01676,T1265,2026-01-20 18:00:00,Configuration Error,Low,32,True
F01677,T1366,2026-01-07 18:00:00,Hardware Failure,Medium,5,True
F01678,T1273,2026-01-11 18:00:00,Backhaul Failure,High,37,True
F01679,T1261,2026-01-30 00:00:00,Power Issue,Medium,304,True
F01680,T1359,2026-01-27 00:00:00,Power Issue,Medium,16,True
F01681,T1123,2026-01-18 06:00:00,Configuration Error,Low,78,False
F01682,T1298,2026-01-11 06:00:00,Radio Degradation,Medium,15,False
F01683,T1247,2026-01-26 18:00:00,Hardware Failure,High,31,True
F01684,T1193,2026-01-25 00:00:00,Configuration Error,Low,131,True
F01685,T1049,2026-01-07 06:00:00,Radio Degradation,Low,34,True
F01686,T1385,2026-01-26 06:00:00,Power Issue,Low,91,True
F01687,T1050,2026-01-08 00:00:00,Hardware Failure,High,159,True
F01688,T1353,2026-01-04 18:00:00,Backhaul Failure,Low,5,True
F01689,T1297,2026-01-08 06:00:00,Hardware Failure,Low,68,True
F01690,T1243,2026-01-21 18:00:00,Network Congestion,High,6,True
F01691,T1445,2026-01-03 00:00:00,Radio Degradation,Medium,89,True
F01692,T1200,2026-01-01 00:00:00,Configuration Error,High,32,True
F01693,T1347,2026-01-04 18:00:00,Network Congestion,High,167,True
F01694,T1278,2026-01-14 00:00:00,Power Issue,Low,49,True
F01695,T1261,2026-01-21 18:00:00,Backhaul Failure,Low,239,True
F01696,T1237,2026-01-18 12:00:00,Backhaul Failure,Low,42,True
F01697,T1366,2026-01-08 18:00:00,Hardware Failure,Critical,28,True
F01698,T1132,2026-01-25 00:00:00,Backhaul Failure,Low,19,False
F01699,T1053,2026-01-25 06:00:00,Backhaul Failure,Low,5,True
F01700,T1012,2026-01-10 12:00:00,Network Congestion,High,5,False
F01701,T1259,2026-01-18 06:00:00,Network Congestion,High,58,True
F01702,T1037,2026-01-03 06:00:00,Backhaul Failure,Medium,29,True
F01703,T1401,2026-01-27 06:00:00,Hardware Failure,High,92,True
F01704,T1382,2026-01-24 12:00:00,Network Congestion,Low,120,True
F01705,T1127,2026-01-14 00:00:00,Power Issue,Medium,90,True
F01706,T1265,2026-01-18 18:00:00,Power Issue,Critical,9,True
F01707,T1494,2026-01-23 18:00:00,Radio Degradation,Medium,24,True
F01708,T1050,2026-01-03 00:00:00,Backhaul Failure,Medium,14,True
F01709,T1369,2026-01-01 06:00:00,Radio Degradation,Medium,69,True
F01710,T1018,2026-01-28 00:00:00,Hardware Failure,High,163,True
F01711,T1301,2026-01-26 18:00:00,Network Congestion,Medium,25,True
F01712,T1274,2026-01-01 12:00:00,Hardware Failure,Medium,53,True
F01713,T1273,2026-01-09 12:00:00,Radio Degradation,High,18,True
F01714,T1123,2026-01-05 12:00:00,Radio Degradation,Medium,18,True
F01715,T1204,2026-01-12 12:00:00,Backhaul Failure,Medium,9,False
F01716,T1354,2026-01-24 06:00:00,Network Congestion,Medium,114,True
F01717,T1336,2026-01-11 18:00:00,Network Congestion,Low,32,True
F01718,T1176,2026-01-10 06:00:00,Network Congestion,Medium,13,True
F01719,T1471,2026-01-04 00:00:00,Radio Degradation,Medium,54,True
F01720,T1492,2026-01-21 06:00:00,Power Issue,Medium,72,False
F01721,T1352,2026-01-10 18:00:00,Radio Degradation,Medium,20,True
F01722,T1274,2026-01-30 12:00:00,Radio Degradation,Medium,38,True
F01723,T1105,2026-01-19 06:00:00,Hardware Failure,Medium,83,True
F01724,T1261,2026-01-19 00:00:00,Network Congestion,High,20,True
F01725,T1184,2026-01-11 12:00:00,Configuration Error,High,11,True
F01726,T1228,2026-01-07 06:00:00,Hardware Failure,High,9,False
F01727,T1395,2026-01-30 06:00:00,Network Congestion,Low,13,True
F01728,T1278,2026-01-03 00:00:00,Network Congestion,Medium,46,True
F01729,T1055,2026-01-16 12:00:00,Power Issue,Medium,77,True
F01730,T1481,2026-01-13 18:00:00,Backhaul Failure,Medium,39,True
F01731,T1294,2026-01-11 00:00:00,Radio Degradation,High,79,False
F01732,T1359,2026-01-27 12:00:00,Configuration Error,Low,44,True
F01733,T1018,2026-01-16 12:00:00,Configuration Error,Low,31,True
F01734,T1178,2026-01-12 06:00:00,Hardware Failure,High,13,True
F01735,T1055,2026-01-12 18:00:00,Network Congestion,Medium,304,True
F01736,T1169,2026-01-13 12:00:00,Network Congestion,High,14,False
F01737,T1256,2026-01-15 12:00:00,Radio Degradation,Low,5,True
F01738,T1471,2026-01-04 12:00:00,Power Issue,Medium,23,True
F01739,T1415,2026-01-02 12:00:00,Configuration Error,Medium,85,True
F01740,T1458,2026-01-23 12:00:00,Power Issue,Medium,27,False
F01741,T1297,2026-01-28 18:00:00,Radio Degradation,Medium,5,True
F01742,T1228,2026-01-24 00:00:00,Hardware Failure,Low,6,True
F01743,T1204,2026-01-05 06:00:00,Network Congestion,Low,36,True
F01744,T1214,2026-01-02 18:00:00,Configuration Error,Medium,58,True
F01745,T1191,2026-01-09 06:00:00,Configuration Error,Medium,229,True
F01746,T1273,2026-01-28 12:00:00,Configuration Error,Low,48,False
F01747,T1401,2026-01-12 00:00:00,Configuration Error,Medium,14,True
F01748,T1055,2026-01-02 00:00:00,Network Congestion,High,5,True
F01749,T1050,2026-01-09 00:00:00,Network Congestion,Medium,73,True
F01750,T1256,2026-01-23 18:00:00,Network Congestion,Medium,121,True
F01751,T1176,2026-01-10 12:00:00,Radio Degradation,Low,32,True
F01752,T1205,2026-01-27 00:00:00,Radio Degradation,High,32,True
F01753,T1395,2026-01-06 00:00:00,Network Congestion,Low,43,True
F01754,T1247,2026-01-25 06:00:00,Hardware Failure,Low,69,True
F01755,T1445,2026-01-29 06:00:00,Power Issue,High,5,True
F01756,T1169,2026-01-24 06:00:00,Power Issue,Low,59,True
F01757,T1129,2026-01-09 06:00:00,Radio Degradation,Low,24,True
F01758,T1169,2026-01-09 06:00:00,Network Congestion,Critical,178,True
F01759,T1018,2026-01-09 00:00:00,Backhaul Failure,Low,64,True
F01760,T1012,2026-01-17 18:00:00,Configuration Error,Medium,60,True
F01761,T1304,2026-01-13 06:00:00,Radio Degradation,Medium,16,False
F01762,T1072,2026-01-12 12:00:00,Network Congestion,Low,157,False
F01763,T1330,2026-01-27 12:00:00,Hardware Failure,Medium,92,True
F01764,T1151,2026-01-15 12:00:00,Hardware Failure,High,232,True
F01765,T1301,2026-01-06 18:00:00,Network Congestion,Medium,66,True
F01766,T1205,2026-01-13 00:00:00,Power Issue,Medium,57,True
F01767,T1336,2026-01-06 18:00:00,Backhaul Failure,Low,17,True
F01768,T1259,2026-01-06 12:00:00,Power Issue,Low,102,True
F01769,T1369,2026-01-01 18:00:00,Radio Degradation,Medium,140,True
F01770,T1072,2026-01-24 18:00:00,Backhaul Failure,High,48,True
F01771,T1132,2026-01-20 12:00:00,Backhaul Failure,Medium,49,True
F01772,T1288,2026-01-25 00:00:00,Backhaul Failure,Medium,21,True
F01773,T1245,2026-01-13 00:00:00,Network Congestion,Medium,8,False
F01774,T1127,2026-01-23 06:00:00,Radio Degradation,High,70,True
F01775,T1471,2026-01-26 00:00:00,Hardware Failure,Low,47,True
F01776,T1492,2026-01-15 18:00:00,Network Congestion,Medium,5,True
F01777,T1256,2026-01-29 06:00:00,Power Issue,Low,7,True
F01778,T1181,2026-01-14 00:00:00,Configuration Error,Low,29,True
F01779,T1132,2026-01-01 18:00:00,Network Congestion,Low,37,True
F01780,T1346,2026-01-13 06:00:00,Backhaul Failure,Medium,8,True
F01781,T1393,2026-01-08 00:00:00,Backhaul Failure,Low,20,True
F01782,T1085,2026-01-13 12:00:00,Power Issue,High,20,True
F01783,T1407,2026-01-20 18:00:00,Radio Degradation,Low,65,True
F01784,T1495,2026-01-19 00:00:00,Network Congestion,High,83,True
F01785,T1326,2026-01-12 12:00:00,Power Issue,Medium,108,True
F01786,T1127,2026-01-25 18:00:00,Hardware Failure,Medium,59,True
F01787,T1169,2026-01-02 06:00:00,Power Issue,Medium,5,True
F01788,T1178,2026-01-06 18:00:00,Network Congestion,Low,16,True
F01789,T1175,2026-01-02 12:00:00,Backhaul Failure,Low,11,True
F01790,T1294,2026-01-27 00:00:00,Backhaul Failure,High,25,True
F01791,T1050,2026-01-04 18:00:00,Hardware Failure,Low,106,True
F01792,T1366,2026-01-13 18:00:00,Hardware Failure,Medium,36,False
F01793,T1274,2026-01-14 00:00:00,Power Issue,Medium,10,True
F01794,T1472,2026-01-20 18:00:00,Radio Degradation,Low,5,True
F01795,T1471,2026-01-28 12:00:00,Hardware Failure,High,102,False
F01796,T1049,2026-01-25 18:00:00,Configuration Error,Low,55,True
F01797,T1393,2026-01-19 12:00:00,Network Congestion,Medium,9,True
F01798,T1266,2026-01-14 00:00:00,Backhaul Failure,Low,5,True
F01799,T1265,2026-01-15 12:00:00,Hardware Failure,High,30,True
F01800,T1022,2026-01-14 12:00:00,Configuration Error,Low,13,True
F01801,T1191,2026-01-09 06:00:00,Power Issue,Low,51,True
F01802,T1278,2026-01-10 00:00:00,Radio Degradation,Low,217,True
F01803,T1049,2026-01-24 18:00:00,Network Congestion,Low,5,True
F01804,T1468,2026-01-24 06:00:00,Configuration Error,Medium,23,True
F01805,T1492,2026-01-15 06:00:00,Configuration Error,High,88,True
F01806,T1337,2026-01-03 12:00:00,Power Issue,Low,97,True
F01807,T1401,2026-01-21 00:00:00,Backhaul Failure,Medium,82,True
F01808,T1078,2026-01-30 12:00:00,Backhaul Failure,Medium,104,True
F01809,T1354,2026-01-09 00:00:00,Backhaul Failure,Critical,7,True
F01810,T1245,2026-01-09 12:00:00,Radio Degradation,Medium,23,True
F01811,T1037,2026-01-23 00:00:00,Power Issue,Medium,114,True
F01812,T1072,2026-01-09 06:00:00,Power Issue,Medium,46,True
F01813,T1274,2026-01-30 06:00:00,Configuration Error,Low,5,True
F01814,T1181,2026-01-01 18:00:00,Configuration Error,Low,26,True
F01815,T1127,2026-01-26 12:00:00,Hardware Failure,Low,16,True
F01816,T1278,2026-01-08 00:00:00,Radio Degradation,Low,5,True
F01817,T1266,2026-01-19 18:00:00,Configuration Error,Medium,102,True
F01818,T1228,2026-01-30 00:00:00,Power Issue,Low,19,True
F01819,T1018,2026-01-05 18:00:00,Configuration Error,Medium,5,True
F01820,T1123,2026-01-22 18:00:00,Power Issue,Medium,42,True
F01821,T1245,2026-01-03 18:00:00,Radio Degradation,Critical,47,True
F01822,T1354,2026-01-17 12:00:00,Power Issue,Low,6,True
F01823,T1273,2026-01-15 00:00:00,Network Congestion,Medium,10,True
F01824,T1193,2026-01-19 18:00:00,Backhaul Failure,Critical,150,True
F01825,T1054,2026-01-18 18:00:00,Network Congestion,Low,16,True
F01826,T1243,2026-01-20 00:00:00,Hardware Failure,Low,68,True
F01827,T1472,2026-01-19 12:00:00,Network Congestion,High,21,True
F01828,T1495,2026-01-13 18:00:00,Power Issue,High,29,True
F01829,T1127,2026-01-09 12:00:00,Power Issue,Medium,9,True
F01830,T1346,2026-01-21 12:00:00,Radio Degradation,Medium,126,True
F01831,T1274,2026-01-16 18:00:00,Power Issue,High,12,True
F01832,T1129,2026-01-13 12:00:00,Hardware Failure,Medium,21,True
F01833,T1494,2026-01-21 06:00:00,Configuration Error,High,11,True
F01834,T1178,2026-01-14 18:00:00,Backhaul Failure,Low,7,True
F01835,T1220,2026-01-05 00:00:00,Radio Degradation,Medium,7,True
F01836,T1247,2026-01-11 06:00:00,Network Congestion,Medium,30,True
F01837,T1395,2026-01-12 00:00:00,Configuration Error,Medium,46,True
F01838,T1184,2026-01-18 06:00:00,Network Congestion,Medium,36,True
F01839,T1326,2026-01-06 18:00:00,Configuration Error,High,6,True
F01840,T1385,2026-01-03 00:00:00,Network Congestion,Medium,66,True
F01841,T1346,2026-01-20 18:00:00,Network Congestion,High,32,False
F01842,T1366,2026-01-21 00:00:00,Radio Degradation,High,6,True
F01843,T1425,2026-01-08 18:00:00,Configuration Error,Critical,62,True
F01844,T1306,2026-01-22 18:00:00,Radio Degradation,Critical,29,True
F01845,T1105,2026-01-26 18:00:00,Power Issue,High,5,True
F01846,T1204,2026-01-25 00:00:00,Backhaul Failure,Medium,152,True
F01847,T1385,2026-01-26 18:00:00,Configuration Error,High,77,True
F01848,T1204,2026-01-30 18:00:00,Backhaul Failure,High,157,True
F01849,T1261,2026-01-25 00:00:00,Configuration Error,Low,13,True
F01850,T1078,2026-01-05 06:00:00,Backhaul Failure,Low,44,True
F01851,T1012,2026-01-23 00:00:00,Backhaul Failure,High,34,True
F01852,T1037,2026-01-25 12:00:00,Power Issue,Low,75,True
F01853,T1043,2026-01-23 12:00:00,Radio Degradation,Low,117,True
F01854,T1085,2026-01-05 12:00:00,Hardware Failure,Low,35,True
F01855,T1373,2026-01-23 12:00:00,Power Issue,High,205,True
F01856,T1359,2026-01-10 18:00:00,Configuration Error,Medium,129,True
F01857,T1354,2026-01-26 06:00:00,Network Congestion,Medium,71,True
F01858,T1022,2026-01-21 06:00:00,Hardware Failure,High,25,True
F01859,T1285,2026-01-19 00:00:00,Power Issue,Low,81,True
F01860,T1294,2026-01-13 18:00:00,Radio Degradation,High,13,False
F01861,T1012,2026-01-05 12:00:00,Radio Degradation,Low,154,True
F01862,T1265,2026-01-21 06:00:00,Radio Degradation,Medium,11,True
F01863,T1243,2026-01-01 00:00:00,Power Issue,Low,45,True
F01864,T1347,2026-01-09 00:00:00,Configuration Error,Low,36,True
F01865,T1205,2026-01-30 00:00:00,Configuration Error,High,133,True
F01866,T1353,2026-01-29 06:00:00,Configuration Error,Low,5,True
F01867,T1274,2026-01-21 00:00:00,Power Issue,Medium,45,True
F01868,T1049,2026-01-28 00:00:00,Hardware Failure,Medium,73,True
F01869,T1037,2026-01-09 06:00:00,Configuration Error,High,8,True
F01870,T1288,2026-01-23 18:00:00,Network Congestion,Low,7,True
F01871,T1330,2026-01-09 00:00:00,Configuration Error,Low,87,True
F01872,T1331,2026-01-29 06:00:00,Radio Degradation,Low,19,True
F01873,T1037,2026-01-19 18:00:00,Backhaul Failure,Low,303,True
F01874,T1224,2026-01-11 00:00:00,Network Congestion,Medium,31,True
F01875,T1228,2026-01-07 00:00:00,Radio Degradation,Medium,56,True
F01876,T1077,2026-01-19 00:00:00,Radio Degradation,Medium,90,False
F01877,T1401,2026-01-29 18:00:00,Configuration Error,Low,23,True
F01878,T1298,2026-01-25 18:00:00,Hardware Failure,Low,17,True
F01879,T1415,2026-01-16 06:00:00,Power Issue,Medium,259,True
F01880,T1012,2026-01-10 12:00:00,Radio Degradation,Low,54,True
F01881,T1481,2026-01-17 12:00:00,Configuration Error,Medium,19,False
F01882,T1159,2026-01-16 00:00:00,Power Issue,High,21,True
F01883,T1059,2026-01-06 06:00:00,Hardware Failure,High,42,True
F01884,T1259,2026-01-30 18:00:00,Power Issue,Medium,49,True
F01885,T1159,2026-01-07 00:00:00,Network Congestion,Low,35,True
F01886,T1356,2026-01-25 18:00:00,Hardware Failure,Medium,5,False
F01887,T1181,2026-01-19 06:00:00,Power Issue,Low,37,True
F01888,T1123,2026-01-28 06:00:00,Radio Degradation,Medium,5,True
F01889,T1294,2026-01-16 18:00:00,Configuration Error,Low,118,False
F01890,T1228,2026-01-30 12:00:00,Power Issue,Low,29,True
F01891,T1193,2026-01-27 12:00:00,Backhaul Failure,Low,5,True
F01892,T1212,2026-01-14 00:00:00,Backhaul Failure,Low,57,True
F01893,T1012,2026-01-26 06:00:00,Backhaul Failure,High,13,True
F01894,T1393,2026-01-07 06:00:00,Configuration Error,Medium,8,True
F01895,T1132,2026-01-01 12:00:00,Backhaul Failure,High,118,True
F01896,T1481,2026-01-24 06:00:00,Network Congestion,Medium,6,True
F01897,T1352,2026-01-04 00:00:00,Network Congestion,Low,15,True
F01898,T1401,2026-01-19 18:00:00,Hardware Failure,High,12,True
F01899,T1393,2026-01-16 06:00:00,Power Issue,Critical,263,True
F01900,T1229,2026-01-04 00:00:00,Configuration Error,Low,123,True
F01901,T1018,2026-01-30 12:00:00,Hardware Failure,Medium,15,True
F01902,T1105,2026-01-11 18:00:00,Network Congestion,High,26,True
F01903,T1245,2026-01-07 00:00:00,Backhaul Failure,Low,57,True
